cart_item_id,cart_id,product_id,quantity
123,3517,3567,3
124,3079,136,4
125,4060,4857,3
126,4834,1978,4
127,4115,2192,1
128,1661,464,3
129,1036,2683,1
130,1357,4790,1
131,3940,2139,4
132,1204,41,4
133,1445,2384,1
134,1412,2263,4
135,224,4277,4
136,4606,1056,3
137,1462,3421,2
138,1281,950,5
139,3241,705,1
140,3645,2482,2
141,2684,1782,2
142,2304,1854,4
143,2717,1369,2
144,551,1857,1
145,2404,3949,4
146,3585,2511,1
147,3177,408,2
148,2536,1289,2
149,1264,1349,4
150,2813,2705,1
151,1102,2890,4
152,2635,659,2
153,1135,50,2
154,3344,2015,2
155,2521,4387,2
156,1827,354,5
157,944,2711,4
158,4095,4920,1
159,1653,2184,4
160,2864,2012,1
161,3896,939,5
162,4285,572,5
163,4057,3617,2
164,499,2215,3
165,3667,1588,3
166,1880,576,3
167,1746,1247,5
168,827,1656,1
169,3753,12,2
170,3465,2674,2
171,2786,2614,2
172,4562,2178,4
173,1735,4982,2
174,4001,4875,5
175,605,4622,4
176,3770,1542,3
177,988,592,1
178,3719,465,3
179,790,47,3
180,4843,498,3
181,4191,3203,5
182,852,4027,3
183,4379,4204,5
184,3578,4739,3
185,2949,4647,5
186,4176,955,2
187,2117,3805,1
188,2869,1277,4
189,579,4140,4
190,2248,2227,1
191,4101,3061,3
192,1171,2046,5
193,4347,2821,5
194,4050,2077,4
195,1471,3349,5
196,302,649,3
197,2576,1027,2
198,2724,1590,5
199,3713,184,2
200,4516,3367,1
201,1897,1620,2
202,3244,642,1
203,3685,325,2
204,674,362,5
205,2699,2803,4
206,224,3001,2
207,4658,1563,4
208,702,726,3
209,3331,4316,5
210,3249,1379,2
211,3883,2338,2
212,4416,4374,4
213,21,928,5
214,2441,779,4
215,2634,1815,2
216,3598,3587,3
217,2681,694,2
218,2890,4559,1
219,414,113,1
220,1025,2968,5
221,4291,1613,5
222,4566,1385,5
223,2694,1791,5
224,4716,1460,3
225,1914,2029,5
226,3823,1620,3
227,4024,4220,2
228,4842,2153,3
229,177,4521,3
230,1618,1723,4
231,4767,3052,3
232,4165,4251,5
233,2416,1051,3
234,1594,3783,2
235,2002,2529,1
236,4408,2474,3
237,2238,2349,3
238,3219,2389,5
239,4888,696,2
240,4685,1868,3
241,250,4146,1
242,4713,1209,3
243,3581,2677,2
244,1138,2550,2
245,2077,4705,5
246,1011,2359,4
247,2188,285,3
248,3803,3380,4
249,1378,3853,5
250,4943,3997,4
251,575,3972,4
252,2994,4974,5
253,4700,3590,3
254,2700,797,4
255,1415,2831,1
256,9,3071,5
257,3837,3811,3
258,353,4256,3
259,1951,4545,4
260,4989,4579,1
261,3202,3918,5
262,3229,2005,5
263,1060,1376,3
264,1701,4713,3
265,669,3390,1
266,2730,289,2
267,642,3511,5
268,2723,1000,2
269,501,58,1
270,299,2903,2
271,2692,2924,2
272,3279,4568,3
273,64,4025,3
274,500,4293,5
275,2453,2437,5
276,3083,4868,5
277,2462,1562,3
278,2936,376,1
279,459,3501,1
280,1750,499,2
281,1054,1008,3
282,2676,3373,4
283,2372,4169,2
284,1507,218,1
285,2625,3860,2
286,1866,3264,5
287,2399,2313,5
288,3033,1612,3
289,303,2017,4
290,1365,2676,4
291,2955,2200,1
292,446,126,4
293,4920,4889,4
294,1989,8,3
295,3480,3079,5
296,3449,3023,3
297,2004,228,1
298,3205,433,5
299,1133,4118,4
300,3494,4179,2
301,3451,119,1
302,2650,4132,4
303,846,4648,2
304,1078,508,2
305,49,1433,3
306,4346,2611,2
307,148,898,1
308,187,3239,5
309,2413,4986,2
310,98,4490,5
311,4737,2749,4
312,3607,3546,2
313,2007,3180,4
314,115,2919,4
315,4424,4054,3
316,1964,241,3
317,2733,770,4
318,1125,3023,3
319,3641,784,4
320,4715,921,3
321,1486,1671,2
322,3616,374,2
323,1903,125,2
324,3029,1186,3
325,4657,1861,1
326,1231,976,5
327,2840,3396,3
328,1339,59,5
329,4754,3285,3
330,62,4230,4
331,908,211,3
332,3131,477,5
333,2266,295,3
334,679,4344,5
335,660,1234,5
336,4175,1739,5
337,1541,727,1
338,193,4259,2
339,1338,4197,4
340,4515,124,5
341,4252,3179,2
342,1292,386,5
343,3472,886,4
344,2499,2759,2
345,1602,2681,2
346,3019,1952,5
347,2156,1544,2
348,4258,4124,1
349,3801,89,3
350,2671,4970,1
351,1400,510,1
352,542,1681,4
353,2630,369,3
354,1961,1715,2
355,873,554,1
356,2251,439,3
357,4062,2303,2
358,2949,1848,5
359,4116,4288,1
360,182,1148,5
361,2493,2335,1
362,2880,775,3
363,3429,1868,4
364,4671,1908,3
365,1743,4608,1
366,645,308,4
367,138,3406,5
368,1127,3991,3
369,1510,1862,5
370,2776,2632,4
371,4117,1710,4
372,4096,3797,5
373,1265,4252,5
374,3745,2309,4
375,4416,727,2
376,4021,1833,3
377,193,2805,5
378,4576,1625,5
379,2568,156,3
380,584,2295,2
381,4713,4562,4
382,4947,4983,5
383,2080,1150,4
384,1435,2059,5
385,3115,2023,2
386,3437,4936,2
387,3756,2511,5
388,313,3426,4
389,4295,1363,3
390,4800,4001,3
391,4685,4855,2
392,3706,925,2
393,4867,534,4
394,3163,3752,3
395,79,4186,1
396,2992,2725,1
397,1220,2153,4
398,905,1751,5
399,3217,2009,1
400,4724,2281,5
401,2581,3601,5
402,1774,1255,3
403,523,441,4
404,543,185,1
405,3346,143,3
406,1269,4934,3
407,4370,2191,4
408,4857,800,1
409,3705,1396,3
410,2759,417,2
411,427,4516,4
412,2262,4393,2
413,3194,3051,1
414,1875,2858,1
415,3627,479,5
416,2988,2007,1
417,2649,4456,3
418,2293,1739,5
419,3419,1351,5
420,3563,288,2
421,454,4085,1
422,3250,622,2
423,3388,1902,3
424,225,354,1
425,3455,2536,5
426,1526,1583,3
427,4923,4916,2
428,3330,3231,1
429,2749,1147,1
430,4792,2072,3
431,527,3935,3
432,4392,1485,5
433,4034,2332,5
434,2214,919,2
435,3136,1491,5
436,3869,1813,1
437,4198,963,2
438,1879,1659,3
439,2136,116,1
440,949,2563,5
441,1598,479,2
442,4809,1905,5
443,4972,2048,5
444,877,549,5
445,745,2884,3
446,4584,2622,2
447,2758,1136,1
448,1178,3551,3
449,4614,3784,4
450,2211,4490,2
451,996,4544,1
452,2932,3179,5
453,53,240,2
454,4404,2359,1
455,3744,1676,2
456,2415,2825,4
457,1624,167,2
458,847,4738,5
459,643,1738,4
460,537,2966,2
461,1180,4809,4
462,668,2162,4
463,4484,4608,4
464,3605,776,1
465,2183,1336,2
466,1124,1186,4
467,3387,4008,4
468,63,3941,5
469,4237,2991,4
470,15,1675,1
471,2302,768,3
472,1854,1490,4
473,4144,4689,5
474,4610,615,5
475,2148,4896,3
476,2308,3217,1
477,2082,2457,4
478,297,1991,1
479,2917,4781,4
480,798,3009,1
481,2964,4194,2
482,261,291,3
483,2997,482,4
484,3405,3515,4
485,3688,1988,4
486,2364,582,5
487,4169,1804,4
488,671,3731,2
489,3371,2117,2
490,2402,1573,4
491,2689,4074,4
492,2582,1560,3
493,19,4300,5
494,476,3808,1
495,1353,1177,3
496,2006,1807,4
497,4781,3723,2
498,1703,120,2
499,3313,3984,3
500,2929,4531,5
501,793,4044,5
502,3448,3249,5
503,430,953,4
504,3291,4658,1
505,4069,2548,2
506,3592,83,3
507,1276,355,2
508,2839,3132,1
509,4388,3203,4
510,4194,3599,5
511,4776,2365,2
512,2361,989,3
513,4450,415,1
514,1449,4121,4
515,4289,1074,1
516,3253,2870,1
517,1285,787,2
518,4827,1500,4
519,4655,2525,5
520,4701,356,4
521,4188,660,1
522,3711,392,1
523,4293,4255,2
524,4295,230,1
525,743,3044,3
526,983,1117,3
527,4528,4077,5
528,2499,1972,4
529,2178,1370,3
530,806,3233,2
531,3149,3194,1
532,3010,1606,4
533,4307,620,2
534,1419,1821,5
535,2305,1674,5
536,4479,3713,2
537,689,1843,2
538,1579,739,3
539,4489,3563,3
540,2470,893,2
541,1476,1263,4
542,3567,3223,5
543,2789,3442,4
544,2062,4539,2
545,797,2467,5
546,3033,4555,4
547,2163,3360,4
548,1368,4038,5
549,4111,1840,4
550,1205,3479,1
551,778,36,1
552,1084,2062,4
553,1013,2862,5
554,2142,3017,3
555,632,543,4
556,3997,1898,2
557,1180,3939,1
558,1159,3625,5
559,3527,2908,1
560,3558,3680,2
561,805,871,2
562,3823,2197,5
563,1715,3228,4
564,2280,415,5
565,2188,3207,1
566,4403,4346,5
567,2602,2449,5
568,1065,4471,2
569,2186,2291,4
570,1031,2168,4
571,1106,97,4
572,3582,1665,4
573,1343,938,2
574,498,4937,1
575,3588,393,2
576,2182,228,4
577,3062,1330,3
578,2711,2642,5
579,3553,2496,3
580,565,4842,5
581,3768,2574,3
582,4438,359,3
583,4304,3212,1
584,4448,3334,3
585,705,4655,5
586,924,4764,3
587,1051,820,2
588,3477,2834,4
589,1346,4752,1
590,14,4710,2
591,788,4282,3
592,2003,3381,3
593,4176,3805,5
594,189,2156,5
595,3842,2749,5
596,913,2706,5
597,1396,2359,2
598,2864,4461,2
599,324,1227,1
600,3064,2981,2
601,884,4969,4
602,506,85,2
603,764,2475,3
604,587,3773,3
605,833,3885,5
606,1989,275,2
607,3066,4507,1
608,4872,447,5
609,3714,705,4
610,4275,4117,1
611,3847,1604,5
612,2745,3516,5
613,3856,1737,5
614,674,1922,2
615,4315,838,1
616,656,4996,4
617,1153,2290,5
618,720,2262,3
619,2737,938,3
620,433,516,1
621,3688,1589,4
622,311,4114,3
623,4952,3537,4
624,1929,2367,2
625,2681,4317,4
626,997,1655,3
627,1903,2694,5
628,4821,2151,4
629,2230,4899,2
630,1659,4320,1
631,2914,2702,4
632,1610,705,4
633,870,4828,5
634,3566,3188,1
635,1485,3156,3
636,2324,1401,3
637,2739,3104,2
638,2910,1392,1
639,3922,2507,1
640,3293,1005,3
641,4350,1436,1
642,559,562,1
643,4684,3103,2
644,23,4631,5
645,2773,272,2
646,2133,384,2
647,3388,4459,5
648,2363,1764,5
649,2231,685,3
650,882,304,5
651,3425,3359,5
652,2284,2653,3
653,4040,3612,3
654,4417,1799,5
655,1903,806,3
656,2297,2788,3
657,893,3179,1
658,819,162,2
659,3466,3291,4
660,888,2134,2
661,3893,3960,1
662,1455,1763,4
663,3549,305,3
664,2362,326,4
665,4030,2471,2
666,4702,2083,1
667,3507,1094,3
668,1206,3866,2
669,341,2674,5
670,4999,1814,2
671,876,3539,1
672,1912,452,1
673,2649,592,2
674,1056,1022,5
675,53,3587,5
676,3388,3881,4
677,4314,1703,2
678,1084,1031,1
679,928,1556,1
680,705,4986,5
681,2315,18,5
682,3639,4157,2
683,2766,2326,5
684,74,3537,3
685,455,3829,3
686,1303,3339,1
687,1925,3406,1
688,2025,3229,3
689,4158,1234,1
690,4925,740,2
691,2557,3458,5
692,4734,252,4
693,3097,896,3
694,4822,945,4
695,362,756,3
696,3727,667,5
697,2109,349,1
698,3895,3899,1
699,2668,1804,4
700,445,4843,2
701,4344,1178,4
702,2810,3174,4
703,1357,4372,4
704,2873,3676,2
705,3032,1404,5
706,328,3490,3
707,3553,1828,4
708,222,3053,2
709,3660,1856,4
710,4097,817,2
711,1855,4953,1
712,835,1539,1
713,4350,1018,5
714,1856,3332,2
715,417,1243,5
716,1173,4469,5
717,425,2135,3
718,3723,3789,2
719,3521,4871,1
720,4093,4033,2
721,1369,1197,3
722,1482,151,5
723,1038,2493,2
724,452,2793,2
725,1094,1604,4
726,171,746,5
727,4138,4509,5
728,1777,3259,3
729,3487,2943,2
730,2370,209,2
731,3169,1721,1
732,4612,3612,4
733,4592,1267,1
734,1820,698,5
735,3879,960,3
736,2860,2248,1
737,2922,3602,2
738,3076,2970,2
739,2554,2185,5
740,2151,931,4
741,2214,1876,3
742,2883,1623,3
743,3089,728,2
744,2043,3378,5
745,3484,1376,4
746,2915,369,2
747,978,4712,4
748,3235,841,3
749,1698,3815,5
750,1201,2432,1
751,2319,580,3
752,487,1282,5
753,2800,4393,4
754,507,322,5
755,3531,21,2
756,3685,1329,3
757,3484,2203,3
758,139,571,5
759,4451,1678,2
760,777,2114,1
761,1757,4649,4
762,4443,4932,4
763,4765,2306,3
764,4666,852,3
765,3494,820,1
766,322,1127,1
767,2178,648,1
768,2427,1507,5
769,1856,3288,2
770,578,3025,3
771,1655,4892,1
772,346,795,4
773,509,298,4
774,2214,1369,1
775,2161,2847,2
776,2684,3931,2
777,3755,2387,5
778,1383,496,3
779,1360,2673,3
780,4774,4728,1
781,1113,3011,2
782,2416,2597,5
783,3823,2713,1
784,4160,1446,3
785,2874,3864,1
786,2243,1653,4
787,2485,3665,3
788,3724,2975,2
789,4901,3174,2
790,4228,2057,4
791,2718,980,1
792,640,4509,5
793,1676,1957,2
794,1251,3169,4
795,658,4355,5
796,2535,2716,3
797,4985,2442,1
798,3143,4190,1
799,4849,2061,2
800,4788,4937,4
801,624,2389,3
802,4123,438,2
803,1109,2042,5
804,1064,1952,4
805,1347,2506,2
806,4349,122,1
807,4666,3420,4
808,2823,2841,3
809,220,2610,4
810,751,3161,5
811,1100,302,1
812,2028,665,2
813,3738,3587,3
814,332,2145,3
815,3236,4149,1
816,1089,1377,2
817,141,1664,3
818,1793,687,4
819,4771,928,1
820,902,3893,4
821,4015,3457,5
822,3513,4383,4
823,3737,455,2
824,1816,3008,1
825,1902,1330,2
826,1795,196,3
827,226,4922,1
828,3222,4543,5
829,2306,1954,1
830,4527,2656,5
831,4625,3468,5
832,506,2694,2
833,790,3137,4
834,1290,3807,1
835,3376,4323,1
836,1426,4316,5
837,3427,1165,1
838,4760,2009,2
839,3398,3383,5
840,2404,1018,5
841,122,3513,5
842,410,1143,5
843,2874,2556,1
844,1178,2016,3
845,2109,687,2
846,2238,2484,3
847,3312,1434,3
848,3059,4557,1
849,2290,4241,2
850,2448,4777,5
851,1768,2054,1
852,1690,2346,3
853,2377,4447,5
854,508,2390,2
855,816,3488,1
856,1142,875,4
857,2874,219,4
858,2047,1058,3
859,1803,4146,5
860,4512,2735,3
861,3569,2549,3
862,4600,4001,2
863,368,3181,3
864,2359,2259,1
865,2705,700,1
866,1664,3421,3
867,678,2390,1
868,385,1274,4
869,413,289,1
870,4643,4892,4
871,4659,3598,4
872,3419,3645,1
873,939,4906,1
874,4691,104,4
875,32,262,4
876,4505,1213,3
877,2985,1087,5
878,3672,3989,3
879,4649,1976,3
880,1446,3426,5
881,901,2257,3
882,1377,2681,4
883,1628,113,4
884,1051,3677,1
885,241,4448,1
886,4403,699,5
887,1167,3301,1
888,4641,1558,1
889,3894,4957,4
890,2733,4972,4
891,4107,1265,4
892,360,411,2
893,2919,3888,4
894,4679,4206,2
895,2344,3515,5
896,2921,416,3
897,433,2250,3
898,2371,958,2
899,79,4800,5
900,3082,1468,1
901,2041,3750,4
902,1070,2278,4
903,4815,2214,3
904,1965,1797,5
905,869,2724,2
906,2684,2311,4
907,1498,1977,5
908,1126,799,5
909,3467,252,2
910,3744,3494,4
911,1088,2652,2
912,1460,1629,4
913,653,1772,1
914,506,2989,4
915,199,545,5
916,4211,3292,4
917,814,4166,4
918,3152,1993,4
919,1235,4345,3
920,164,2381,3
921,257,3289,2
922,3586,1045,4
923,870,2248,5
924,1289,4686,2
925,742,534,1
926,4964,2450,2
927,4126,2731,5
928,448,1117,1
929,4309,4480,3
930,4436,3385,4
931,3051,4217,5
932,4072,3411,3
933,1800,91,5
934,2378,1021,2
935,2207,166,5
936,3183,1798,5
937,2586,555,5
938,2227,581,3
939,3063,3809,2
940,4463,4888,4
941,3511,3412,4
942,4407,2341,3
943,4187,4095,2
944,3103,3544,4
945,345,2610,4
946,1297,674,3
947,3834,1658,3
948,2410,1272,1
949,4962,1581,3
950,1402,1639,3
951,624,1498,1
952,1928,4904,5
953,2320,2375,2
954,30,3905,2
955,4587,2213,5
956,889,4336,2
957,474,3777,3
958,300,182,2
959,1088,3977,5
960,4000,1031,4
961,1057,225,3
962,4447,4100,2
963,276,4654,4
964,176,1401,5
965,1442,4213,1
966,3942,287,2
967,2074,3964,5
968,4174,4793,4
969,4605,2534,1
970,1293,98,5
971,308,4821,4
972,4044,387,2
973,94,4251,4
974,4814,2052,5
975,651,1194,3
976,1143,3781,2
977,1415,2547,2
978,4463,865,2
979,3375,1655,4
980,1471,2863,3
981,2469,3169,5
982,2085,1518,5
983,3434,4331,3
984,2378,2332,3
985,3827,1189,3
986,1572,4212,4
987,2680,975,5
988,3989,840,1
989,610,494,1
990,1283,3712,5
991,4927,3438,2
992,2087,4771,2
993,1343,1351,4
994,2814,3352,2
995,4381,4243,5
996,422,3303,3
997,4696,4363,5
998,1302,1029,2
999,2793,4570,3
1000,4313,1660,5
1001,206,3051,4
1002,1495,3365,3
1003,1572,2856,5
1004,2510,1295,2
1005,4027,2175,2
1006,3663,2443,1
1007,2817,1211,4
1008,4412,568,5
1009,396,3799,5
1010,4340,1717,4
1011,399,1073,4
1012,3589,733,3
1013,1699,1932,1
1014,4632,3034,1
1015,2300,605,4
1016,4128,1802,2
1017,3897,375,5
1018,4167,1902,4
1019,4299,4796,5
1020,3765,3461,3
1021,2871,4543,2
1022,2225,3426,3
1023,2901,3745,2
1024,1363,2837,4
1025,2036,494,2
1026,4471,2450,4
1027,3184,1796,3
1028,4973,2700,4
1029,1201,1948,1
1030,622,410,1
1031,3716,4444,2
1032,4230,3696,5
1033,656,349,1
1034,2328,1658,5
1035,119,2708,1
1036,4587,1346,2
1037,496,2207,5
1038,3885,3711,1
1039,3890,3648,1
1040,4394,3290,3
1041,684,3234,4
1042,1193,919,4
1043,4843,3558,5
1044,2057,465,4
1045,4217,4346,2
1046,353,4042,4
1047,1144,1747,1
1048,357,3464,4
1049,4684,2289,4
1050,2190,3671,2
1051,3620,2149,3
1052,2469,4830,2
1053,2815,4417,3
1054,357,3561,4
1055,2971,2535,5
1056,4203,4298,4
1057,2644,1038,4
1058,4180,2331,5
1059,3112,4398,5
1060,4521,3866,5
1061,2486,3089,2
1062,747,1076,2
1063,2255,4275,3
1064,2525,3008,1
1065,1457,444,1
1066,2370,1790,3
1067,4901,1815,1
1068,3028,1499,3
1069,3273,1575,4
1070,3567,397,1
1071,2313,3989,1
1072,4494,4454,4
1073,3675,4154,5
1074,1846,879,3
1075,4330,3452,1
1076,795,182,5
1077,4530,3263,4
1078,1660,3687,3
1079,4560,747,2
1080,2704,3880,4
1081,3207,4206,1
1082,1223,1931,5
1083,857,3501,5
1084,1234,2506,3
1085,3433,2582,5
1086,4233,1858,2
1087,932,3803,5
1088,3113,898,5
1089,4797,346,5
1090,851,3790,4
1091,5000,4208,5
1092,2099,388,2
1093,330,799,5
1094,4983,516,1
1095,2074,1834,2
1096,2088,3126,4
1097,2217,1197,2
1098,500,4440,5
1099,56,4334,5
1100,1527,2603,2
1101,1959,2115,3
1102,2297,543,1
1103,4691,999,4
1104,1272,2897,2
1105,3824,3992,1
1106,2587,3789,2
1107,3522,1527,1
1108,3435,2501,3
1109,3816,2964,4
1110,2721,596,2
1111,4525,1990,4
1112,426,2408,3
1113,2401,2448,2
1114,4856,656,5
1115,2374,1595,5
1116,548,4310,5
1117,1928,2185,2
1118,3130,880,1
1119,2981,4183,4
1120,4944,370,3
1121,2292,4567,2
1122,542,1579,5
1123,2273,4966,5
1124,259,2314,4
1125,2421,2559,1
1126,4960,2196,1
1127,1161,901,2
1128,958,2044,4
1129,1194,4313,1
1130,3285,2673,1
1131,4415,3049,2
1132,1965,1293,4
1133,2770,4216,1
1134,2134,2929,2
1135,2869,4128,5
1136,3663,4173,2
1137,336,3767,2
1138,2381,2989,1
1139,4713,4158,3
1140,268,4722,2
1141,697,4083,3
1142,1772,4566,2
1143,1377,461,2
1144,3389,3979,4
1145,433,1089,1
1146,3862,3763,2
1147,218,2656,1
1148,4088,806,4
1149,796,495,4
1150,3754,891,3
1151,2108,720,4
1152,1969,2889,5
1153,3005,3559,4
1154,4933,774,3
1155,374,4994,4
1156,3136,3085,5
1157,2170,1564,2
1158,4278,3478,2
1159,4655,2725,1
1160,3810,218,5
1161,3235,2942,5
1162,342,2932,4
1163,573,1993,1
1164,3212,3639,4
1165,4284,2947,5
1166,1507,1360,1
1167,2415,284,3
1168,1166,4545,4
1169,996,3279,3
1170,401,1551,4
1171,1932,1101,2
1172,434,2772,5
1173,160,2017,3
1174,4026,3180,3
1175,957,3008,1
1176,861,4764,5
1177,2721,796,1
1178,3976,4286,3
1179,1662,2198,2
1180,4532,3538,3
1181,341,4009,5
1182,1543,664,1
1183,4276,1684,4
1184,4014,3144,2
1185,3856,4211,5
1186,3994,4149,5
1187,727,4932,3
1188,3105,2799,3
1189,2689,643,1
1190,166,3579,5
1191,3299,1096,1
1192,4347,4536,3
1193,3879,2265,2
1194,2341,1134,3
1195,1307,2542,5
1196,590,4838,4
1197,2982,3044,3
1198,4377,3740,3
1199,2030,1062,2
1200,1991,237,5
1201,2508,3108,4
1202,4046,3396,5
1203,3833,2545,1
1204,2350,1197,4
1205,2049,3005,4
1206,1163,3054,3
1207,233,3215,2
1208,2122,4531,3
1209,4337,1823,1
1210,710,1020,2
1211,3178,3268,1
1212,1271,1028,4
1213,1114,1474,4
1214,1934,100,5
1215,3656,3516,3
1216,1079,1818,3
1217,4340,3889,5
1218,3654,408,3
1219,1577,1620,4
1220,158,4418,3
1221,1369,3134,3
1222,1813,4377,1
1223,3458,810,2
1224,3000,3125,2
1225,1511,4149,5
1226,260,4990,4
1227,3970,3779,5
1228,3378,4234,2
1229,4722,1333,2
1230,1783,4593,2
1231,2372,2100,3
1232,1401,3281,1
1233,732,3683,3
1234,2872,3194,4
1235,2491,2213,5
1236,2624,3818,2
1237,2724,3262,4
1238,2506,3881,2
1239,3062,1836,2
1240,3236,4571,2
1241,1335,2447,1
1242,1597,3216,3
1243,4156,3981,3
1244,1737,3297,1
1245,4852,600,2
1246,1490,721,3
1247,1586,3022,1
1248,3623,2600,4
1249,429,1075,4
1250,2219,1548,1
1251,2364,1370,4
1252,3642,2779,1
1253,4722,2961,4
1254,4307,472,3
1255,347,12,3
1256,1351,3777,5
1257,2792,3675,5
1258,1554,2946,2
1259,1451,548,2
1260,4655,3023,2
1261,1882,1125,3
1262,229,3356,3
1263,1957,3744,3
1264,2649,976,3
1265,4029,1773,3
1266,4398,2977,1
1267,2302,2285,4
1268,2796,3066,5
1269,4670,2226,4
1270,1413,2604,5
1271,2709,1862,3
1272,3201,2338,4
1273,2698,3475,1
1274,396,4805,4
1275,2748,1650,5
1276,2487,568,2
1277,4764,4485,3
1278,2333,3225,1
1279,1580,406,4
1280,2770,1502,2
1281,1402,3415,4
1282,3372,3426,5
1283,2840,1126,3
1284,4029,3690,2
1285,4616,942,2
1286,4795,2164,3
1287,461,3920,5
1288,1566,1700,4
1289,2474,3035,4
1290,1458,605,5
1291,545,143,3
1292,1846,2525,2
1293,2007,2251,3
1294,3601,4374,4
1295,912,2072,4
1296,3274,383,4
1297,3560,1824,2
1298,467,3782,1
1299,50,278,3
1300,3,4388,5
1301,2684,2825,3
1302,2394,4053,1
1303,3221,2002,1
1304,4691,2814,5
1305,4859,1246,3
1306,237,3586,2
1307,3320,108,5
1308,3759,3392,1
1309,3608,4601,5
1310,1435,1744,2
1311,2505,2855,4
1312,545,664,2
1313,3628,4649,4
1314,3547,3584,2
1315,4318,3865,1
1316,1115,4523,1
1317,4693,2034,4
1318,1165,846,4
1319,444,2385,1
1320,2904,4245,5
1321,1612,2006,5
1322,2682,2596,2
1323,2950,1241,2
1324,4555,1694,1
1325,3839,3351,5
1326,956,1085,5
1327,4495,4968,1
1328,852,965,5
1329,2662,2144,4
1330,3076,282,4
1331,4124,686,4
1332,4798,3451,1
1333,640,176,1
1334,4702,2980,1
1335,617,4991,2
1336,4748,1206,4
1337,3925,4588,5
1338,1434,2952,1
1339,3058,1415,3
1340,2645,1414,3
1341,4972,280,5
1342,1893,2616,4
1343,710,1704,5
1344,2705,4967,4
1345,4760,3927,4
1346,1856,1101,1
1347,1650,4676,5
1348,713,980,1
1349,1253,4310,2
1350,2016,4670,5
1351,864,62,1
1352,2318,2822,2
1353,2809,2133,3
1354,139,3711,2
1355,4777,904,1
1356,615,4037,2
1357,2783,720,1
1358,447,1097,4
1359,2792,2677,4
1360,205,1251,1
1361,4920,2454,3
1362,819,1399,3
1363,2386,362,1
1364,2718,2095,2
1365,4607,804,5
1366,4087,2784,1
1367,3944,2295,1
1368,2288,4424,5
1369,3819,1182,5
1370,2311,603,1
1371,3264,3553,4
1372,2525,4719,3
1373,286,4527,1
1374,998,4259,1
1375,4274,1796,2
1376,3217,1149,5
1377,441,1236,2
1378,4872,1357,3
1379,3226,2235,4
1380,3828,1713,2
1381,3669,4399,1
1382,2221,1116,5
1383,2674,608,5
1384,684,1301,3
1385,4716,3134,4
1386,4428,4124,2
1387,4320,2721,1
1388,4210,4493,3
1389,3739,2941,1
1390,1024,2777,3
1391,1667,4930,2
1392,4594,3271,5
1393,4530,2292,4
1394,3992,1230,5
1395,812,421,1
1396,1217,2418,1
1397,3096,4587,5
1398,4694,3363,3
1399,4118,3291,3
1400,1900,774,1
1401,1099,298,3
1402,166,3251,1
1403,213,4232,5
1404,870,4286,3
1405,3614,3943,3
1406,2711,3248,1
1407,3619,501,5
1408,4389,3028,4
1409,4544,1620,4
1410,3965,3880,5
1411,4436,2768,5
1412,1811,312,4
1413,1794,1068,3
1414,1489,2581,5
