cart_item_id,cart_id,customer_sk,product_sk,cart_date_key,quantity
159,1653,5429,2184,20241012,4
160,2864,1626,2012,20250430,1
161,3896,6789,939,20250425,5
162,4285,8184,572,20241113,5
163,4057,3353,3617,20250218,2
164,499,2624,2215,20241117,3
165,3667,7296,1588,20250221,3
166,1880,4263,576,20250405,3
167,1746,1366,1247,20241225,5
168,827,3936,1656,20250507,1
169,3753,5209,12,20250418,2
170,3465,3594,2674,20250416,2
171,2786,5137,2614,20241031,2
172,4562,1212,2178,20241215,4
173,1735,8121,4982,20241023,2
174,4001,2370,4875,20250322,5
175,605,202,4622,20250822,4
176,3770,8187,1542,20250901,3
177,988,6458,592,20241224,1
178,3719,3459,465,20250801,3
179,790,9808,47,20241212,3
180,4843,3657,498,20250625,3
181,4191,8348,3203,20250529,5
182,852,5758,4027,20241002,3
183,4379,4804,4204,20250404,5
184,3578,1104,4739,20250216,3
185,2949,4002,4647,20250628,5
186,4176,1973,955,20250307,2
187,2117,2496,3805,20250727,1
188,2869,7727,1277,20241112,4
189,579,3154,4140,20250811,4
190,2248,8925,2227,20241016,1
191,4101,8872,3061,20250530,3
192,1171,8128,2046,20250822,5
193,4347,5479,2821,20250413,5
194,4050,3189,2077,20250831,4
195,1471,9587,3349,20250220,5
196,302,3867,649,20250405,3
197,2576,3253,1027,20241111,2
198,2724,7216,1590,20250415,5
199,3713,2906,184,20250126,2
200,4516,4314,3367,20240926,1
201,1897,4092,1620,20250529,2
202,3244,1665,642,20250527,1
203,3685,796,325,20250208,2
204,674,1768,362,20241128,5
205,2699,3538,2803,20250711,4
206,224,129,3001,20250517,2
207,4658,2231,1563,20250419,4
208,702,9821,726,20241202,3
209,3331,3599,4316,20250913,5
210,3249,7448,1379,20250224,2
211,3883,8394,2338,20250829,2
212,4416,7605,4374,20241006,4
213,21,8247,928,20241006,5
214,2441,8714,779,20250405,4
215,2634,9424,1815,20250626,2
216,3598,1608,3587,20250906,3
217,2681,8186,694,20250515,2
218,2890,6997,4559,20241005,1
219,414,1102,113,20241229,1
220,1025,1424,2968,20250817,5
221,4291,7008,1613,20250224,5
222,4566,8087,1385,20241104,5
223,2694,8799,1791,20241229,5
224,4716,7772,1460,20250731,3
225,1914,7042,2029,20250829,5
226,3823,8441,1620,20250802,3
227,4024,2115,4220,20241018,2
228,4842,3680,2153,20250212,3
229,177,636,4521,20241127,3
230,1618,8259,1723,20241102,4
231,4767,2174,3052,20250601,3
232,4165,4117,4251,20250104,5
233,2416,5638,1051,20250801,3
234,1594,3816,3783,20250407,2
235,2002,9551,2529,20240920,1
236,4408,516,2474,20250810,3
237,2238,9761,2349,20250127,3
238,3219,6748,2389,20250324,5
239,4888,6559,696,20250726,2
240,4685,1713,1868,20241208,3
241,250,949,4146,20250223,1
242,4713,7571,1209,20250728,3
243,3581,2047,2677,20250529,2
244,1138,5044,2550,20250116,2
245,2077,2245,4705,20241022,5
246,1011,2963,2359,20250409,4
247,2188,6200,285,20250104,3
248,3803,2469,3380,20250317,4
249,1378,487,3853,20241222,5
250,4943,7836,3997,20250406,4
251,575,9217,3972,20250203,4
252,2994,5033,4974,20250220,5
253,4700,88,3590,20250128,3
254,2700,9189,797,20250314,4
255,1415,345,2831,20250801,1
256,9,9173,3071,20241225,5
257,3837,2874,3811,20250824,3
258,353,6729,4256,20250827,3
259,1951,2326,4545,20240922,4
260,4989,239,4579,20250417,1
261,3202,3780,3918,20250515,5
262,3229,9618,2005,20250617,5
263,1060,4048,1376,20250718,3
264,1701,2361,4713,20250326,3
265,669,2637,3390,20250706,1
266,2730,8965,289,20250603,2
267,642,6359,3511,20250822,5
268,2723,5896,1000,20250116,2
269,501,7784,58,20241129,1
270,299,3064,2903,20250331,2
271,2692,8166,2924,20240929,2
272,3279,2797,4568,20250804,3
273,64,5620,4025,20250820,3
274,500,6513,4293,20241024,5
275,2453,9891,2437,20250815,5
276,3083,3962,4868,20250304,5
277,2462,867,1562,20241019,3
278,2936,6052,376,20250405,1
279,459,6234,3501,20250817,1
280,1750,3642,499,20250604,2
281,1054,9377,1008,20250627,3
282,2676,1095,3373,20241223,4
283,2372,6092,4169,20241005,2
284,1507,1654,218,20241213,1
285,2625,723,3860,20250521,2
286,1866,6934,3264,20250828,5
287,2399,4138,2313,20250703,5
288,3033,2285,1612,20250820,3
289,303,5362,2017,20250216,4
290,1365,6567,2676,20250624,4
291,2955,899,2200,20250612,1
292,446,6240,126,20250802,4
293,4920,6248,4889,20250328,4
294,1989,6532,8,20250522,3
295,3480,6233,3079,20250101,5
296,3449,3015,3023,20250628,3
297,2004,4142,228,20241106,1
298,3205,65,433,20250623,5
299,1133,6908,4118,20241120,4
300,3494,8621,4179,20250903,2
301,3451,2338,119,20250724,1
302,2650,9427,4132,20241002,4
303,846,4784,4648,20241123,2
304,1078,6027,508,20250316,2
305,49,1814,1433,20241128,3
306,4346,5214,2611,20250605,2
307,148,6241,898,20250108,1
308,187,3549,3239,20250412,5
309,2413,4584,4986,20250707,2
310,98,2149,4490,20250211,5
311,4737,7336,2749,20250220,4
312,3607,726,3546,20250606,2
313,2007,275,3180,20250902,4
314,115,3311,2919,20250217,4
315,4424,2509,4054,20250905,3
316,1964,4731,241,20241231,3
317,2733,1436,770,20250205,4
318,1125,5461,3023,20250217,3
319,3641,8348,784,20241201,4
320,4715,2356,921,20250506,3
321,1486,5142,1671,20250131,2
322,3616,7646,374,20241124,2
323,1903,7673,125,20250210,2
324,3029,432,1186,20241225,3
325,4657,9566,1861,20250408,1
326,1231,7993,976,20250302,5
327,2840,3605,3396,20241029,3
328,1339,6986,59,20250617,5
329,4754,428,3285,20250721,3
330,62,5078,4230,20250728,4
331,908,1366,211,20250412,3
332,3131,4141,477,20250422,5
333,2266,8074,295,20250721,3
334,679,5491,4344,20250713,5
335,660,6684,1234,20250224,5
336,4175,4330,1739,20250416,5
337,1541,1396,727,20250610,1
338,193,4327,4259,20250808,2
339,1338,3486,4197,20250304,4
340,4515,8606,124,20250517,5
341,4252,2858,3179,20250406,2
342,1292,161,386,20250117,5
343,3472,2741,886,20250121,4
344,2499,8487,2759,20250614,2
345,1602,6340,2681,20241111,2
346,3019,1877,1952,20250514,5
347,2156,4839,1544,20240929,2
348,4258,7104,4124,20250616,1
349,3801,7121,89,20240929,3
350,2671,931,4970,20250607,1
351,1400,2047,510,20250504,1
352,542,692,1681,20250819,4
353,2630,3107,369,20250830,3
354,1961,5048,1715,20241020,2
355,873,9842,554,20250602,1
356,2251,2475,439,20250414,3
357,4062,8596,2303,20250418,2
358,2949,4002,1848,20250628,5
359,4116,6077,4288,20250708,1
360,182,1210,1148,20250414,5
361,2493,2461,2335,20250701,1
362,2880,5812,775,20241025,3
363,3429,2045,1868,20250218,4
364,4671,1811,1908,20241120,3
365,1743,8095,4608,20250427,1
366,645,3004,308,20250112,4
367,138,5618,3406,20250325,5
368,1127,8080,3991,20241223,3
369,1510,2388,1862,20250429,5
370,2776,5450,2632,20250727,4
371,4117,807,1710,20250515,4
372,4096,9205,3797,20250803,5
373,1265,8490,4252,20250423,5
374,3745,4124,2309,20250501,4
375,4416,7605,727,20241006,2
376,4021,102,1833,20241229,3
377,193,4327,2805,20250808,5
378,4576,8568,1625,20250415,5
379,2568,5983,156,20250316,3
380,584,9399,2295,20250227,2
381,4713,7571,4562,20250728,4
382,4947,6502,4983,20250718,5
383,2080,8762,1150,20250116,4
384,1435,2810,2059,20250331,5
385,3115,5512,2023,20240929,2
386,3437,6702,4936,20250125,2
387,3756,7151,2511,20250120,5
388,313,5795,3426,20250604,4
389,4295,7364,1363,20241228,3
390,4800,4589,4001,20241031,3
391,4685,1713,4855,20241208,2
392,3706,1854,925,20250630,2
393,4867,7305,534,20250131,4
394,3163,7757,3752,20250321,3
395,79,6399,4186,20250505,1
396,2992,8530,2725,20250812,1
397,1220,9165,2153,20250405,4
398,905,2171,1751,20250315,5
399,3217,7565,2009,20250318,1
400,4724,9586,2281,20250323,5
401,2581,9690,3601,20241205,5
402,1774,9563,1255,20241130,3
403,523,9494,441,20241104,4
404,543,8065,185,20250504,1
405,3346,9761,143,20250203,3
406,1269,4243,4934,20250526,3
407,4370,1838,2191,20250122,4
408,4857,7664,800,20241024,1
409,3705,3576,1396,20250601,3
410,2759,203,417,20250105,2
411,427,5667,4516,20250218,4
412,2262,8957,4393,20240920,2
413,3194,6470,3051,20241224,1
414,1875,1574,2858,20241130,1
415,3627,8927,479,20250414,5
416,2988,289,2007,20241212,1
417,2649,5432,4456,20250718,3
418,2293,9762,1739,20250126,5
419,3419,6179,1351,20250912,5
420,3563,928,288,20250705,2
421,454,3442,4085,20250316,1
422,3250,8278,622,20250204,2
423,3388,5664,1902,20250324,3
424,225,1624,354,20250315,1
425,3455,9067,2536,20250821,5
426,1526,5005,1583,20240929,3
427,4923,9108,4916,20250714,2
428,3330,1212,3231,20250219,1
429,2749,9931,1147,20250423,1
430,4792,6996,2072,20250801,3
431,527,8654,3935,20250310,3
432,4392,2066,1485,20241206,5
433,4034,4354,2332,20241028,5
434,2214,2289,919,20241128,2
435,3136,7216,1491,20250910,5
436,3869,3197,1813,20241219,1
437,4198,7890,963,20250905,2
438,1879,8610,1659,20250901,3
439,2136,8737,116,20250401,1
440,949,8453,2563,20241008,5
441,1598,7136,479,20250324,2
442,4809,3333,1905,20241003,5
443,4972,3212,2048,20241105,5
444,877,6736,549,20250215,5
445,745,4875,2884,20250720,3
446,4584,3711,2622,20250416,2
447,2758,1483,1136,20241003,1
448,1178,1852,3551,20250416,3
449,4614,7334,3784,20241231,4
450,2211,2646,4490,20250212,2
451,996,5119,4544,20241001,1
452,2932,5565,3179,20250616,5
453,53,812,240,20241202,2
454,4404,9463,2359,20241219,1
455,3744,3416,1676,20250205,2
456,2415,7396,2825,20250718,4
457,1624,4574,167,20250621,2
458,847,6455,4738,20250506,5
459,643,9512,1738,20241111,4
460,537,138,2966,20241218,2
461,1180,3428,4809,20250122,4
462,668,8366,2162,20250330,4
463,4484,3332,4608,20250106,4
464,3605,9922,776,20241128,1
465,2183,7858,1336,20241014,2
466,1124,1919,1186,20250330,4
467,3387,4068,4008,20250619,4
468,63,2356,3941,20241230,5
469,4237,3686,2991,20250621,4
470,15,5252,1675,20240929,1
471,2302,1653,768,20241204,3
472,1854,6804,1490,20250828,4
473,4144,2543,4689,20250425,5
474,4610,7818,615,20250216,5
475,2148,2625,4896,20250414,3
476,2308,7495,3217,20241019,1
477,2082,6553,2457,20250703,4
478,297,2083,1991,20241026,1
479,2917,6578,4781,20250712,4
480,798,4435,3009,20241121,1
481,2964,5030,4194,20241016,2
482,261,5967,291,20241211,3
483,2997,1713,482,20241101,4
484,3405,67,3515,20250428,4
485,3688,5303,1988,20241217,4
486,2364,7988,582,20250219,5
487,4169,6365,1804,20241212,4
488,671,5458,3731,20250915,2
489,3371,3839,2117,20250518,2
490,2402,6670,1573,20241212,4
491,2689,1029,4074,20250602,4
492,2582,5718,1560,20250512,3
493,19,6999,4300,20250313,5
494,476,1486,3808,20250626,1
495,1353,3536,1177,20250121,3
496,2006,5307,1807,20241102,4
497,4781,8469,3723,20250603,2
498,1703,2828,120,20250222,2
499,3313,2573,3984,20250402,3
500,2929,7359,4531,20250626,5
501,793,7970,4044,20250819,5
502,3448,4400,3249,20250729,5
503,430,3164,953,20250108,4
504,3291,1463,4658,20250331,1
505,4069,787,2548,20250114,2
506,3592,3603,83,20250225,3
507,1276,6106,355,20250216,2
508,2839,7863,3132,20240925,1
509,4388,8672,3203,20241114,4
510,4194,2745,3599,20241011,5
511,4776,7175,2365,20250518,2
512,2361,5786,989,20250711,3
513,4450,7720,415,20250317,1
514,1449,9206,4121,20250830,4
515,4289,9679,1074,20250523,1
516,3253,9071,2870,20250328,1
517,1285,666,787,20250421,2
518,4827,7703,1500,20250703,4
519,4655,8289,2525,20250407,5
520,4701,7921,356,20250416,4
521,4188,4398,660,20250427,1
522,3711,9652,392,20250530,1
523,4293,6887,4255,20250906,2
524,4295,7364,230,20241228,1
525,743,7985,3044,20250115,3
526,983,4780,1117,20250815,3
527,4528,7707,4077,20250909,5
528,2499,8487,1972,20250614,4
529,2178,7639,1370,20250510,3
530,806,4943,3233,20250717,2
531,3149,7334,3194,20250629,1
532,3010,3209,1606,20250615,4
533,4307,2483,620,20250521,2
534,1419,4276,1821,20241206,5
535,2305,3585,1674,20250724,5
536,4479,1652,3713,20241206,2
537,689,909,1843,20240925,2
538,1579,6741,739,20240926,3
539,4489,8782,3563,20250209,3
540,2470,6036,893,20241030,2
541,1476,5865,1263,20250613,4
542,3567,3955,3223,20250626,5
543,2789,5380,3442,20250603,4
544,2062,6945,4539,20250506,2
545,797,4485,2467,20250619,5
546,3033,2285,4555,20250820,4
547,2163,1325,3360,20250128,4
548,1368,2380,4038,20241114,5
549,4111,7294,1840,20250319,4
550,1205,9889,3479,20250107,1
551,778,6927,36,20250116,1
552,1084,9186,2062,20250201,4
553,1013,7092,2862,20241229,5
554,2142,8060,3017,20250402,3
555,632,1716,543,20250520,4
556,3997,3559,1898,20250816,2
557,1180,3428,3939,20250122,1
558,1159,2954,3625,20250430,5
559,3527,9690,2908,20250313,1
560,3558,3630,3680,20241014,2
561,805,3461,871,20250323,2
562,3823,8441,2197,20250802,5
563,1715,4356,3228,20241008,4
564,2280,435,415,20250530,5
565,2188,6200,3207,20250104,1
566,4403,2435,4346,20250206,5
567,2602,2577,2449,20241219,5
568,1065,5667,4471,20250115,2
569,2186,1434,2291,20250504,4
570,1031,2170,2168,20250501,4
571,1106,3227,97,20250122,4
572,3582,7642,1665,20250508,4
573,1343,5866,938,20250727,2
574,498,6797,4937,20250124,1
575,3588,3425,393,20241023,2
576,2182,7966,228,20250308,4
577,3062,485,1330,20241227,3
578,2711,1273,2642,20241231,5
579,3553,9928,2496,20241127,3
580,565,2378,4842,20250703,5
581,3768,9915,2574,20250801,3
582,4438,4106,359,20241027,3
583,4304,3820,3212,20250521,1
584,4448,7843,3334,20250521,3
585,705,766,4655,20240924,5
586,924,4601,4764,20250212,3
587,1051,6073,820,20250302,2
588,3477,8648,2834,20241120,4
589,1346,630,4752,20241105,1
590,14,6213,4710,20250506,2
591,788,4956,4282,20241117,3
592,2003,8998,3381,20250107,3
593,4176,1973,3805,20250307,5
594,189,6873,2156,20250114,5
595,3842,1120,2749,20250527,5
596,913,8065,2706,20250522,5
597,1396,3997,2359,20250504,2
598,2864,1626,4461,20250430,2
599,324,5711,1227,20250323,1
600,3064,3256,2981,20250610,2
601,884,1996,4969,20241021,4
602,506,4436,85,20241024,2
603,764,2630,2475,20250823,3
604,587,1602,3773,20250111,3
605,833,4771,3885,20250305,5
606,1989,6532,275,20250522,2
607,3066,833,4507,20250224,1
608,4872,4536,447,20250403,5
609,3714,3881,705,20250914,4
610,4275,88,4117,20250323,1
611,3847,7368,1604,20250419,5
612,2745,3653,3516,20241118,5
613,3856,9902,1737,20250131,5
614,674,1768,1922,20241128,2
615,4315,788,838,20241120,1
616,656,9163,4996,20250418,4
617,1153,1530,2290,20241028,5
618,720,4723,2262,20250610,3
619,2737,349,938,20241015,3
620,433,1809,516,20250831,1
621,3688,5303,1589,20241217,4
622,311,159,4114,20250723,3
623,4952,4438,3537,20250111,4
624,1929,3167,2367,20250915,2
625,2681,8186,4317,20250515,4
626,997,3097,1655,20241217,3
627,1903,7673,2694,20250210,5
628,4821,6799,2151,20250709,4
629,2230,3111,4899,20241124,2
630,1659,3173,4320,20241112,1
631,2914,4348,2702,20250306,4
632,1610,6145,705,20250707,4
633,870,9743,4828,20250405,5
634,3566,8079,3188,20250328,1
635,1485,969,3156,20250722,3
636,2324,4078,1401,20250503,3
637,2739,1501,3104,20250617,2
638,2910,2376,1392,20250330,1
639,3922,1675,2507,20250809,1
640,3293,8850,1005,20250106,3
641,4350,2624,1436,20241207,1
642,559,9516,562,20250805,1
643,4684,8974,3103,20241117,2
644,23,4931,4631,20250808,5
645,2773,7997,272,20250103,2
646,2133,3122,384,20250621,2
647,3388,5664,4459,20250324,5
648,2363,9349,1764,20241204,5
649,2231,2325,685,20250714,3
650,882,4469,304,20241011,5
651,3425,6986,3359,20250113,5
652,2284,2414,2653,20250403,3
653,4040,2166,3612,20250904,3
654,4417,2710,1799,20250607,5
655,1903,7673,806,20250210,3
656,2297,5353,2788,20250824,3
657,893,1426,3179,20250127,1
658,819,9070,162,20241111,2
659,3466,3701,3291,20241115,4
660,888,9316,2134,20250818,2
661,3893,3634,3960,20250103,1
662,1455,6774,1763,20241214,4
663,3549,2421,305,20250512,3
664,2362,2406,326,20250808,4
665,4030,5122,2471,20241227,2
666,4702,278,2083,20250509,1
667,3507,9847,1094,20241130,3
668,1206,7296,3866,20241126,2
669,341,3246,2674,20250522,5
670,4999,3789,1814,20250222,2
671,876,8173,3539,20250328,1
672,1912,722,452,20250623,1
673,2649,5432,592,20250718,2
674,1056,5465,1022,20250118,5
675,53,812,3587,20241202,5
676,3388,5664,3881,20250324,4
677,4314,1319,1703,20250705,2
678,1084,9186,1031,20250201,1
679,928,3041,1556,20241130,1
680,705,766,4986,20240924,5
681,2315,9269,18,20250518,5
682,3639,5843,4157,20250130,2
683,2766,7866,2326,20250512,5
684,74,222,3537,20250802,3
685,455,8268,3829,20250508,3
686,1303,667,3339,20250302,1
687,1925,6530,3406,20250621,1
688,2025,9096,3229,20250720,3
689,4158,6461,1234,20250615,1
690,4925,98,740,20250123,2
691,2557,5874,3458,20250720,5
692,4734,4216,252,20241127,4
693,3097,9189,896,20250131,3
694,4822,454,945,20250714,4
695,362,9407,756,20250613,3
696,3727,2976,667,20241024,5
697,2109,4227,349,20241007,1
698,3895,2860,3899,20240924,1
699,2668,3020,1804,20250806,4
700,445,5322,4843,20250210,2
701,4344,1161,1178,20241212,4
702,2810,1485,3174,20250815,4
703,1357,8599,4372,20250219,4
704,2873,4790,3676,20250111,2
705,3032,5118,1404,20250718,5
706,328,9833,3490,20250320,3
707,3553,9928,1828,20241127,4
708,222,9460,3053,20250515,2
709,3660,2422,1856,20250509,4
710,4097,9569,817,20241007,2
711,1855,6515,4953,20250117,1
712,835,1517,1539,20250313,1
713,4350,2624,1018,20241207,5
714,1856,8192,3332,20250411,2
715,417,6649,1243,20250814,5
716,1173,2805,4469,20250107,5
717,425,1870,2135,20250826,3
718,3723,8852,3789,20250614,2
719,3521,9866,4871,20241124,1
720,4093,9102,4033,20250911,2
721,1369,2597,1197,20240919,3
722,1482,7677,151,20250610,5
723,1038,3845,2493,20250411,2
724,452,6410,2793,20241130,2
725,1094,1153,1604,20250410,4
726,171,4879,746,20250813,5
727,4138,6361,4509,20250125,5
728,1777,7351,3259,20250724,3
729,3487,5911,2943,20250811,2
730,2370,3445,209,20250313,2
731,3169,4711,1721,20241228,1
732,4612,8251,3612,20250625,4
733,4592,7071,1267,20241104,1
734,1820,7461,698,20241110,5
735,3879,5556,960,20241025,3
736,2860,7921,2248,20250418,1
737,2922,9352,3602,20250413,2
738,3076,9782,2970,20250313,2
739,2554,5588,2185,20250313,5
740,2151,9931,931,20250423,4
741,2214,2289,1876,20241128,3
742,2883,2403,1623,20250409,3
743,3089,1385,728,20250201,2
744,2043,4757,3378,20241017,5
745,3484,9296,1376,20250831,4
746,2915,1188,369,20250531,2
747,978,1912,4712,20250803,4
748,3235,9634,841,20240915,3
749,1698,8617,3815,20250812,5
750,1201,2868,2432,20241017,1
751,2319,7329,580,20250501,3
752,487,9206,1282,20250625,5
753,2800,6324,4393,20250905,4
754,507,4862,322,20241209,5
755,3531,8957,21,20241230,2
756,3685,796,1329,20250208,3
757,3484,9296,2203,20250831,3
758,139,5198,571,20250730,5
759,4451,8670,1678,20250203,2
760,777,1862,2114,20250728,1
761,1757,5272,4649,20250112,4
762,4443,8422,4932,20250101,4
763,4765,905,2306,20250104,3
764,4666,7164,852,20250417,3
765,3494,8621,820,20250903,1
766,322,1304,1127,20241002,1
767,2178,7639,648,20250510,1
768,2427,5745,1507,20241217,5
769,1856,8192,3288,20250411,2
770,578,6957,3025,20241211,3
771,1655,765,4892,20250220,1
772,346,8888,795,20250705,4
773,509,4818,298,20250309,4
774,2214,2289,1369,20241128,1
775,2161,336,2847,20250827,2
776,2684,959,3931,20250612,2
777,3755,8314,2387,20250324,5
778,1383,8237,496,20241203,3
779,1360,9022,2673,20241128,3
780,4774,4855,4728,20241125,1
781,1113,5909,3011,20250901,2
782,2416,5638,2597,20250801,5
783,3823,8441,2713,20250802,1
784,4160,8765,1446,20241202,3
785,2874,1210,3864,20250219,1
786,2243,402,1653,20241003,4
787,2485,5800,3665,20241213,3
788,3724,749,2975,20250112,2
789,4901,6586,3174,20250726,2
790,4228,7329,2057,20250217,4
791,2718,7750,980,20250110,1
792,640,9508,4509,20241022,5
793,1676,7111,1957,20250302,2
794,1251,5443,3169,20250328,4
795,658,6281,4355,20250525,5
796,2535,7993,2716,20250423,3
797,4985,5000,2442,20240923,1
798,3143,9345,4190,20250913,1
799,4849,8761,2061,20241107,2
800,4788,6370,4937,20241103,4
801,624,9574,2389,20250410,3
802,4123,2781,438,20250527,2
803,1109,9671,2042,20241111,5
804,1064,4404,1952,20250607,4
805,1347,7042,2506,20250313,2
806,4349,8986,122,20250405,1
807,4666,7164,3420,20250417,4
808,2823,7788,2841,20250908,3
809,220,8743,2610,20241014,4
810,751,8096,3161,20250615,5
811,1100,9132,302,20250713,1
812,2028,8211,665,20241030,2
813,3738,7661,3587,20241001,3
814,332,787,2145,20250205,3
815,3236,4963,4149,20250305,1
816,1089,673,1377,20240924,2
817,141,996,1664,20250902,3
818,1793,9316,687,20250511,4
819,4771,1903,928,20250322,1
820,902,3229,3893,20250716,4
821,4015,2367,3457,20250222,5
822,3513,6332,4383,20241008,4
823,3737,9352,455,20250610,2
824,1816,4697,3008,20250630,1
825,1902,8377,1330,20250705,2
826,1795,3262,196,20250426,3
827,226,3490,4922,20241227,1
828,3222,6753,4543,20250324,5
829,2306,9372,1954,20250116,1
830,4527,2016,2656,20250703,5
831,4625,8938,3468,20250719,5
832,506,4436,2694,20241024,2
833,790,9808,3137,20241212,4
834,1290,6085,3807,20250404,1
835,3376,262,4323,20250524,1
836,1426,1275,4316,20250702,5
837,3427,7792,1165,20250425,1
838,4760,730,2009,20250311,2
839,3398,512,3383,20250716,5
840,2404,7157,1018,20250425,5
841,122,5833,3513,20250904,5
842,410,7323,1143,20250502,5
843,2874,1210,2556,20250219,1
844,1178,1852,2016,20250416,3
845,2109,4227,687,20241007,2
846,2238,9761,2484,20250127,3
