order_id;customer_id;order_date;status;payment_id;shipping_id;total_amount
93;7256;14/12/2023;delivered;93;93;8962.8
94;2689;14/04/2024;delivered;94;94;2499.46
95;8502;12/12/2023;shipped;95;95;5761.4
96;6831;30/12/2024;shipped;96;96;4547.69
97;3641;25/01/2024;delivered;97;97;0
98;777;10/12/2024;delivered;98;98;2133.07
99;6420;07/05/2024;shipped;99;99;866.86
100;2886;13/05/2024;delivered;100;100;5709.46
101;8825;09/09/2025;shipped;101;101;2269.66
102;474;29/04/2024;delivered;102;102;1470.18
103;9622;27/10/2024;cancelled;103;103;3289.27
104;5275;26/05/2025;delivered;104;104;6612.5
105;6696;21/02/2025;shipped;105;105;2524.91
106;4566;11/03/2024;shipped;106;106;1249.57
107;4030;22/06/2025;delivered;107;107;3712.55
108;2344;18/03/2025;shipped;108;108;23101.79
109;9830;22/01/2025;delivered;109;109;2302.32
110;1779;04/01/2024;delivered;110;110;2681.12
111;3935;13/11/2023;delivered;111;111;7283.39
112;1195;20/09/2024;shipped;112;112;3195.64
113;1376;14/02/2024;shipped;113;113;1023.07
114;1341;12/12/2023;delivered;114;114;13321.53
115;8530;15/11/2024;shipped;115;115;2139.14
116;4182;24/02/2025;cancelled;116;116;6561.62
117;5601;27/06/2025;delivered;117;117;452.33
118;1921;12/02/2025;shipped;118;118;5144.38
119;5013;27/06/2025;shipped;119;119;1592.2
120;2429;14/09/2024;delivered;120;120;10088.75
121;928;13/01/2024;delivered;121;121;1444.03
122;6264;05/02/2025;delivered;122;122;3350.31
123;9899;06/05/2025;delivered;123;123;6954.94
124;9635;07/06/2024;shipped;124;124;12893.86
125;585;19/11/2023;delivered;125;125;5386.77
126;983;19/04/2024;shipped;126;126;11992.44
127;1227;07/04/2025;delivered;127;127;1429.47
128;4971;27/09/2024;delivered;128;128;2394.8
129;2244;31/01/2024;delivered;129;129;2690.53
130;8904;26/02/2024;shipped;130;130;10228.33
131;9501;17/08/2024;shipped;131;131;2954.22
132;8474;04/12/2023;shipped;132;132;7943.76
133;2220;16/07/2025;delivered;133;133;2295.18
134;6870;25/02/2025;pending;134;134;295.29
135;7904;06/09/2025;delivered;135;135;78.41
136;1218;30/08/2024;shipped;136;136;3434.77
137;7842;24/12/2024;delivered;137;137;1419.75
138;2340;23/07/2025;shipped;138;138;1268.64
139;1751;27/01/2024;delivered;139;139;485.49
140;763;02/04/2024;shipped;140;140;11499.65
141;2158;10/11/2023;delivered;141;141;5526.49
142;2985;01/09/2025;shipped;142;142;2376.78
143;1140;02/04/2025;cancelled;143;143;924.14
144;7489;11/06/2024;delivered;144;144;3769.69
145;2490;10/03/2025;delivered;145;145;1974.08
146;1308;26/09/2023;cancelled;146;146;9521.36
147;1725;15/07/2024;delivered;147;147;3077.32
148;591;13/04/2025;delivered;148;148;2207.31
149;4716;11/03/2025;delivered;149;149;9447.19
150;6446;21/11/2023;pending;150;150;1835.74
151;394;30/08/2024;shipped;151;151;2642.62
152;7732;27/04/2024;delivered;152;152;8340.09
153;7888;25/06/2025;shipped;153;153;13162.19
154;623;24/05/2025;delivered;154;154;10869.34
155;8816;13/10/2023;shipped;155;155;8016.64
156;265;27/08/2024;shipped;156;156;5266.1
157;567;19/03/2025;delivered;157;157;4456.34
158;9421;27/02/2025;shipped;158;158;3620.96
159;1490;15/07/2025;delivered;159;159;12923.54
160;1920;23/11/2024;shipped;160;160;6216.93
161;9960;16/10/2024;delivered;161;161;6335.16
162;8026;15/09/2024;shipped;162;162;2943.53
163;8568;28/07/2024;delivered;163;163;7670.65
164;3000;21/02/2025;delivered;164;164;6035.33
165;6589;20/11/2023;delivered;165;165;6808.83
166;1483;10/01/2024;delivered;166;166;6912.3
167;3945;24/12/2023;delivered;167;167;15723.05
168;8895;29/09/2024;cancelled;168;168;23825.8
169;4468;08/08/2024;cancelled;169;169;2014.64
170;6323;10/02/2025;delivered;170;170;4894.47
171;5540;01/01/2024;delivered;171;171;519.15
172;4660;30/09/2024;delivered;172;172;9480.37
173;6155;14/10/2024;delivered;173;173;1738.52
174;87;12/02/2025;delivered;174;174;5469.16
175;6794;02/05/2025;delivered;175;175;9900.98
176;2622;05/09/2025;delivered;176;176;5653.75
177;3733;23/09/2024;delivered;177;177;33.66
178;7993;10/02/2025;delivered;178;178;2740.49
179;9908;19/02/2024;shipped;179;179;765.48
180;1101;08/09/2025;delivered;180;180;6430.08
181;7703;28/03/2025;cancelled;181;181;855.68
182;1208;02/06/2025;delivered;182;182;646.68
183;3305;04/08/2025;delivered;183;183;2857.02
184;6732;04/06/2024;shipped;184;184;606.82
185;4734;03/04/2025;shipped;185;185;2883.3
186;1921;19/12/2023;shipped;186;186;306.45
187;1927;27/03/2025;shipped;187;187;1335.71
188;2317;26/04/2024;delivered;188;188;21396.6
189;8013;24/03/2025;delivered;189;189;2172.44
190;7157;15/06/2025;delivered;190;190;12017.8
191;4685;26/09/2024;delivered;191;191;3220.68
192;7867;16/09/2024;delivered;192;192;1544.51
193;8660;16/05/2025;delivered;193;193;14300.66
194;3356;22/11/2023;delivered;194;194;1362.19
195;9359;01/08/2024;delivered;195;195;2965.33
196;9286;23/01/2024;delivered;196;196;1317.6
197;4573;21/10/2023;delivered;197;197;1593.33
198;7765;18/12/2024;delivered;198;198;400.13
199;1466;20/03/2025;pending;199;199;317.09
200;655;20/05/2025;delivered;200;200;4912.24
201;3698;25/11/2024;delivered;201;201;7132.46
202;9632;28/05/2025;delivered;202;202;2280.98
203;6630;06/08/2024;shipped;203;203;4832.46
204;8412;18/06/2024;delivered;204;204;1689.82
205;25;14/06/2024;shipped;205;205;6930.51
206;7583;20/09/2023;delivered;206;206;4387.63
207;858;22/09/2024;delivered;207;207;0
208;4217;05/04/2024;shipped;208;208;3595.2
209;100;03/07/2024;delivered;209;209;421.62
210;488;29/12/2024;delivered;210;210;1415.47
211;5248;16/10/2023;delivered;211;211;13681.08
212;6975;20/08/2024;delivered;212;212;11130.76
213;1423;10/03/2025;shipped;213;213;0
214;202;19/01/2024;delivered;214;214;4110.61
215;2516;03/08/2024;delivered;215;215;15658.48
216;715;28/07/2024;delivered;216;216;1497.74
217;2534;08/08/2025;delivered;217;217;184.22
218;3521;25/10/2023;delivered;218;218;11622.13
219;8004;07/08/2025;shipped;219;219;998.62
220;9134;23/11/2024;delivered;220;220;7025.6
221;5527;30/04/2024;shipped;221;221;1539.74
222;5034;20/10/2024;shipped;222;222;1221.76
223;4753;15/08/2024;cancelled;223;223;6082.99
224;3990;03/04/2024;cancelled;224;224;8157.86
225;8636;22/10/2024;delivered;225;225;1510.26
226;2127;21/11/2023;delivered;226;226;3127.68
227;2966;28/03/2025;delivered;227;227;3079.29
228;5758;02/04/2024;delivered;228;228;1884.15
229;6429;06/03/2025;shipped;229;229;2609.28
230;3369;09/10/2024;shipped;230;230;9585.86
231;968;10/12/2024;cancelled;231;231;1055.32
232;6281;27/08/2025;delivered;232;232;1587.46
233;8116;27/04/2024;delivered;233;233;2006.41
234;9841;17/01/2024;delivered;234;234;2834.58
235;735;21/08/2025;shipped;235;235;3652.52
236;3422;06/10/2024;delivered;236;236;655.51
237;1417;02/06/2025;delivered;237;237;1275.82
238;169;29/03/2025;delivered;238;238;14801.2
239;1764;14/10/2023;pending;239;239;828.34
240;9768;12/03/2024;delivered;240;240;3273.15
241;5766;20/08/2024;pending;241;241;1698.47
242;6601;24/09/2023;shipped;242;242;1945.94
243;78;28/08/2025;delivered;243;243;6347.57
244;8432;26/03/2025;delivered;244;244;4030.72
245;7660;03/05/2024;shipped;245;245;391.36
246;7106;30/10/2024;delivered;246;246;8097.09
247;7885;04/05/2024;delivered;247;247;13857.49
248;3956;24/03/2025;cancelled;248;248;3071.4
249;3693;19/10/2023;delivered;249;249;4278.87
250;1749;23/04/2024;shipped;250;250;3927.48
251;2978;06/10/2023;shipped;251;251;4884.97
252;1763;02/12/2024;shipped;252;252;1413.94
253;9879;23/02/2025;delivered;253;253;2701.49
254;9859;22/11/2023;shipped;254;254;8012.09
255;6257;15/04/2025;delivered;255;255;2388
256;372;06/07/2024;delivered;256;256;6508.12
257;8383;09/12/2024;delivered;257;257;13.69
258;4579;12/12/2023;delivered;258;258;9956.57
259;3161;05/06/2025;delivered;259;259;2151.45
260;3601;25/12/2023;delivered;260;260;52.29
261;4212;09/06/2025;delivered;261;261;4138.9
262;9863;11/12/2024;pending;262;262;402.59
263;6906;11/05/2024;delivered;263;263;742.24
264;229;30/03/2024;delivered;264;264;4575.39
265;582;17/12/2023;shipped;265;265;3475.01
266;3834;03/01/2024;delivered;266;266;4440.31
267;2544;05/02/2024;delivered;267;267;8071.77
268;2419;07/08/2025;delivered;268;268;3054.09
269;3434;11/04/2025;delivered;269;269;777.35
270;2717;19/04/2025;shipped;270;270;1368.13
271;6128;05/01/2025;shipped;271;271;704.6
272;5191;03/12/2023;delivered;272;272;902.71
273;8140;19/02/2025;cancelled;273;273;10412.6
274;7620;10/01/2025;delivered;274;274;9170.24
275;5460;28/06/2024;delivered;275;275;3604.5
276;5194;05/10/2023;pending;276;276;4413.08
277;1060;24/04/2025;delivered;277;277;1491.18
278;8770;28/02/2024;delivered;278;278;1410.01
279;759;15/02/2025;delivered;279;279;1041.28
280;6578;25/07/2024;delivered;280;280;3682.01
281;7231;15/12/2023;delivered;281;281;10568.53
282;7978;16/08/2025;delivered;282;282;9613.5
283;7622;26/11/2024;delivered;283;283;4386.65
284;8265;13/08/2024;delivered;284;284;4998.35
285;3109;11/11/2024;delivered;285;285;4112.2
286;8395;06/02/2025;delivered;286;286;652.35
287;8236;12/08/2025;shipped;287;287;1129.18
288;8134;05/02/2024;shipped;288;288;2529.37
289;646;04/03/2025;delivered;289;289;4205.06
290;6966;15/01/2024;shipped;290;290;9940.52
291;5483;02/07/2025;delivered;291;291;16792.96
292;9231;18/12/2023;delivered;292;292;6142.29
293;6160;05/02/2024;delivered;293;293;4081.6
294;5081;25/04/2025;delivered;294;294;1419.26
295;9603;22/03/2024;delivered;295;295;2176.84
296;3972;09/06/2024;delivered;296;296;3104.75
297;300;29/08/2024;delivered;297;297;11313.42
298;1076;28/08/2024;delivered;298;298;810.17
299;8099;04/07/2024;delivered;299;299;6257.62
300;135;16/05/2024;pending;300;300;978.44
301;8585;15/04/2025;shipped;301;301;373.3
302;4896;25/12/2024;delivered;302;302;815.2
303;4217;23/10/2024;shipped;303;303;10122.71
304;9148;21/03/2025;delivered;304;304;1986.31
305;1447;23/11/2023;delivered;305;305;7779.15
306;3351;05/03/2025;shipped;306;306;4519.51
307;104;29/06/2024;pending;307;307;148.16
308;5905;29/09/2024;delivered;308;308;11451.26
309;3441;22/02/2024;delivered;309;309;7262.89
310;3117;22/11/2023;delivered;310;310;501.77
311;8878;20/10/2024;delivered;311;311;3286.33
312;9089;04/10/2024;shipped;312;312;7197.02
313;3014;05/08/2024;delivered;313;313;5395.09
314;6516;24/04/2025;shipped;314;314;4793.53
315;1037;30/11/2023;cancelled;315;315;9260.45
316;7234;01/12/2023;delivered;316;316;11082.78
317;4942;14/11/2023;shipped;317;317;6614.63
318;7394;08/12/2024;delivered;318;318;3280.46
319;1607;14/03/2025;delivered;319;319;1578.5
320;3248;18/04/2025;shipped;320;320;7127.47
321;5882;29/02/2024;delivered;321;321;10456.5
322;9351;14/07/2025;delivered;322;322;3211.52
323;1927;29/10/2024;cancelled;323;323;611.43
324;6299;14/04/2024;delivered;324;324;15611.94
325;3790;03/03/2024;delivered;325;325;1601.85
326;5999;19/09/2024;shipped;326;326;2204.51
327;6669;28/03/2025;delivered;327;327;3048.12
328;9720;08/11/2024;shipped;328;328;8126.33
329;7006;11/05/2025;shipped;329;329;4003.53
330;3011;19/03/2025;delivered;330;330;3130.2
331;9531;11/05/2025;pending;331;331;169.32
332;119;10/12/2024;shipped;332;332;15657.43
333;3962;07/08/2024;delivered;333;333;341.8
334;5125;11/10/2024;delivered;334;334;9862.54
335;9177;13/07/2024;delivered;335;335;1531.48
336;1306;29/06/2024;delivered;336;336;6538.08
337;8339;22/10/2024;delivered;337;337;8513.7
338;3865;02/01/2024;delivered;338;338;6266.03
339;4579;03/05/2024;delivered;339;339;2058.98
340;5039;30/04/2024;delivered;340;340;613.16
341;5932;28/07/2024;delivered;341;341;1700.14
342;5090;23/02/2025;delivered;342;342;4081.6
343;5112;08/05/2024;delivered;343;343;4201.49
344;5161;27/01/2024;delivered;344;344;924.3
345;1237;19/02/2024;shipped;345;345;1044.85
346;2556;26/01/2024;delivered;346;346;8032.95
347;9548;28/10/2024;delivered;347;347;3234.3
348;9573;10/01/2025;delivered;348;348;4474.22
349;3640;17/12/2024;delivered;349;349;23923.79
350;8213;22/10/2024;shipped;350;350;1573.29
351;807;20/08/2024;delivered;351;351;2211.93
352;8825;13/07/2024;delivered;352;352;13241.23
353;5674;07/05/2025;shipped;353;353;1756.29
354;704;07/05/2024;pending;354;354;1083.84
355;7490;21/05/2024;shipped;355;355;4917.49
356;9774;18/04/2024;pending;356;356;4374.89
357;3315;15/01/2025;shipped;357;357;217.61
358;5771;29/08/2024;delivered;358;358;184.98
359;7562;15/03/2024;pending;359;359;4927.01
360;4985;02/07/2025;shipped;360;360;3386.76
361;1386;06/12/2024;delivered;361;361;5507.26
362;8352;19/07/2024;shipped;362;362;3907.56
363;4575;02/04/2024;delivered;363;363;2800.89
364;300;24/07/2024;shipped;364;364;725.59
365;5560;03/09/2024;delivered;365;365;12065.22
366;8263;19/12/2024;delivered;366;366;1429.1
367;5971;05/01/2024;delivered;367;367;4012.62
368;5340;26/12/2024;delivered;368;368;561.1
369;3424;13/02/2024;delivered;369;369;354.58
370;3607;02/12/2024;delivered;370;370;361.49
371;4384;02/04/2025;shipped;371;371;15675.04
372;6532;05/10/2023;pending;372;372;2370.54
373;5881;14/06/2024;delivered;373;373;302.2
374;2221;26/09/2023;cancelled;374;374;2313.91
375;6444;17/02/2025;shipped;375;375;7270.44
376;6140;27/06/2025;delivered;376;376;7464.41
377;9616;24/01/2024;delivered;377;377;1566.08
378;4356;02/01/2025;delivered;378;378;1711.92
379;3893;27/12/2024;delivered;379;379;4902.67
380;5192;21/01/2024;shipped;380;380;3211.73
381;9365;07/11/2023;delivered;381;381;13768.15
382;9754;22/05/2025;delivered;382;382;2564.68
383;6673;29/01/2024;delivered;383;383;0
384;1994;06/07/2024;delivered;384;384;7026.56
385;2649;23/05/2025;delivered;385;385;955.85
386;7721;20/09/2023;shipped;386;386;4139.69
387;7134;28/07/2024;delivered;387;387;253
388;9130;08/08/2024;delivered;388;388;6050.39
389;8252;09/10/2024;delivered;389;389;2704.21
390;3334;23/11/2023;delivered;390;390;74.94
391;6372;11/02/2024;shipped;391;391;1096.74
392;787;03/06/2025;shipped;392;392;3222.11
393;3002;18/06/2025;delivered;393;393;11934.6
394;7919;20/10/2024;cancelled;394;394;1801.24
395;7670;20/06/2025;shipped;395;395;8956.81
396;8886;13/04/2024;delivered;396;396;5618.17
397;1525;10/11/2023;shipped;397;397;2649.61
398;4929;25/11/2024;shipped;398;398;3546.99
399;8102;06/07/2025;delivered;399;399;6885.38
400;277;08/05/2024;delivered;400;400;1134.58
401;9412;14/06/2025;shipped;401;401;1644.06
402;4656;29/03/2024;shipped;402;402;411.95
403;9326;09/08/2025;pending;403;403;5290.55
404;2752;08/02/2024;delivered;404;404;1861.77
405;5268;24/10/2023;delivered;405;405;4380.1
406;7487;17/10/2023;delivered;406;406;3695.48
407;5309;20/11/2023;delivered;407;407;1021.51
408;3262;04/04/2024;cancelled;408;408;10142.03
409;3470;11/02/2024;pending;409;409;45.96
410;2565;13/07/2024;delivered;410;410;5.73
411;511;28/10/2023;cancelled;411;411;5497.59
412;7418;04/02/2025;delivered;412;412;2143.81
413;4029;21/01/2025;delivered;413;413;2062.26
414;5672;03/08/2024;delivered;414;414;3534.49
415;5988;23/06/2025;delivered;415;415;337.55
416;3294;13/04/2024;delivered;416;416;1945.68
417;4142;11/05/2024;delivered;417;417;7881.51
418;3;03/06/2025;delivered;418;418;285.04
419;1572;21/08/2025;delivered;419;419;852.12
420;7540;28/08/2024;delivered;420;420;17074.77
421;5917;08/10/2023;delivered;421;421;8276.17
422;6822;14/05/2024;delivered;422;422;0
423;3749;18/03/2024;shipped;423;423;8498.48
424;1132;22/03/2024;delivered;424;424;13412.01
425;6235;25/08/2025;delivered;425;425;7892.46
426;5236;01/12/2024;shipped;426;426;4700.77
427;2141;30/05/2025;delivered;427;427;555.72
428;1141;26/05/2025;delivered;428;428;696.35
429;4734;24/06/2025;delivered;429;429;9585.4
430;4263;30/04/2025;delivered;430;430;1606.2
431;1728;03/03/2025;delivered;431;431;640.68
432;3369;04/03/2024;shipped;432;432;7651.1
433;2733;30/07/2024;delivered;433;433;1963.15
434;363;24/04/2024;delivered;434;434;2552.62
435;6413;02/04/2025;delivered;435;435;522.08
436;1099;19/02/2025;delivered;436;436;1070.19
437;5186;28/06/2025;delivered;437;437;7850.58
438;1305;03/11/2024;delivered;438;438;289.69
439;1295;06/10/2024;delivered;439;439;4620.44
440;9863;22/11/2023;delivered;440;440;2843.86
441;7247;02/08/2024;delivered;441;441;2536.93
442;343;09/05/2024;delivered;442;442;9112.94
443;4899;04/05/2025;delivered;443;443;3180.63
444;520;05/12/2023;pending;444;444;4555.17
445;6560;09/01/2024;shipped;445;445;5011.39
446;5284;15/09/2024;delivered;446;446;13960.11
447;724;17/09/2023;shipped;447;447;5458.7
448;7400;03/08/2025;delivered;448;448;11849.14
449;5457;04/09/2024;delivered;449;449;1194.15
450;7617;28/04/2025;delivered;450;450;116.8
451;8953;30/12/2024;delivered;451;451;1116.16
452;611;29/12/2023;cancelled;452;452;7840.22
453;2915;15/04/2025;shipped;453;453;2550.21
454;9224;15/08/2025;delivered;454;454;1264.6
455;3622;22/05/2024;delivered;455;455;3104.94
456;281;18/07/2024;delivered;456;456;2541.91
457;4597;29/04/2024;delivered;457;457;3967.31
458;7604;25/02/2024;cancelled;458;458;2263.22
459;312;04/12/2024;delivered;459;459;851.65
460;839;05/05/2024;delivered;460;460;584.08
461;8078;26/11/2023;delivered;461;461;208.95
462;5263;11/03/2024;shipped;462;462;4656.01
463;3371;18/05/2025;delivered;463;463;5394.79
464;9134;23/06/2025;shipped;464;464;7032.75
465;1157;22/10/2023;delivered;465;465;7462.43
466;2616;08/09/2025;delivered;466;466;3781.9
467;5330;01/07/2024;delivered;467;467;2164.72
468;2602;27/10/2024;shipped;468;468;2207.3
469;1402;10/02/2024;delivered;469;469;3228.58
470;9795;29/10/2023;delivered;470;470;8432.29
471;140;06/05/2024;shipped;471;471;640.86
472;2555;08/08/2025;delivered;472;472;826.64
473;4174;11/10/2023;shipped;473;473;2733.56
474;1156;19/10/2023;delivered;474;474;3966.99
475;6741;26/07/2025;shipped;475;475;3438.33
476;8003;20/06/2025;pending;476;476;925
477;4287;01/06/2025;pending;477;477;7775.44
478;8868;02/02/2024;delivered;478;478;600.42
479;9924;11/06/2024;delivered;479;479;4996.72
480;5296;28/08/2024;shipped;480;480;3716.89
481;5206;05/11/2023;delivered;481;481;4579.78
482;2276;03/12/2023;cancelled;482;482;5282.56
483;7462;03/08/2025;delivered;483;483;4905.9
484;3966;23/10/2024;delivered;484;484;3636.51
485;9924;21/11/2023;delivered;485;485;9181.37
486;1898;08/08/2024;delivered;486;486;8199.46
487;1659;10/07/2025;delivered;487;487;4168.6
488;6228;10/05/2025;delivered;488;488;1593.43
489;5162;08/11/2024;delivered;489;489;1852.66
490;8848;21/07/2024;pending;490;490;4186.56
491;2206;23/07/2024;shipped;491;491;267.48
492;5181;03/07/2025;delivered;492;492;1455.55
493;8105;08/02/2024;delivered;493;493;3942.67
494;8200;31/08/2025;delivered;494;494;2877.35
495;6471;31/10/2023;shipped;495;495;4732.45
496;2573;03/10/2023;delivered;496;496;6388.5
497;9750;17/11/2024;shipped;497;497;992.01
498;3598;30/07/2025;delivered;498;498;3490.03
499;353;08/04/2025;shipped;499;499;251.35
500;6841;23/01/2024;delivered;500;500;836.39
501;3043;01/12/2023;delivered;501;501;1445.07
502;219;10/01/2024;delivered;502;502;5263.48
503;8360;24/03/2024;shipped;503;503;6958.82
504;2650;20/09/2024;delivered;504;504;1073.28
505;3385;05/05/2025;shipped;505;505;8013.96
506;7675;08/07/2025;delivered;506;506;3960.02
507;7323;24/05/2024;delivered;507;507;3935.44
508;2454;04/05/2024;delivered;508;508;1650.22
509;3661;16/06/2025;shipped;509;509;13208.87
510;6170;22/03/2025;shipped;510;510;7649.54
511;531;02/08/2025;shipped;511;511;13353.66
512;2548;05/11/2023;shipped;512;512;5690.61
513;8593;05/09/2024;delivered;513;513;9939.57
514;123;17/02/2025;delivered;514;514;1041.23
515;706;11/10/2024;delivered;515;515;3795.06
516;6096;01/11/2023;delivered;516;516;3846.58
517;5228;24/04/2025;shipped;517;517;9512.14
518;769;30/11/2023;delivered;518;518;8114.16
519;9614;14/02/2025;delivered;519;519;3868.34
520;2827;15/09/2024;delivered;520;520;14434.14
521;2951;18/09/2023;delivered;521;521;11553.24
522;6675;09/09/2024;shipped;522;522;4572.02
523;8163;17/11/2023;delivered;523;523;9.96
524;272;10/10/2023;delivered;524;524;7467.73
525;3584;28/03/2024;shipped;525;525;10690.1
526;6191;27/06/2025;shipped;526;526;2296.9
527;5833;05/04/2024;delivered;527;527;3882.28
528;2240;07/08/2024;delivered;528;528;6088.02
529;4195;03/10/2023;shipped;529;529;616.64
530;1804;15/10/2024;delivered;530;530;4067.93
531;1688;09/12/2024;delivered;531;531;0
532;5845;04/03/2025;delivered;532;532;12723.4
533;5821;15/06/2024;delivered;533;533;416.04
534;4989;16/08/2025;shipped;534;534;6891.37
535;9307;24/05/2024;delivered;535;535;1157.96
536;4111;11/04/2024;delivered;536;536;509.19
537;9412;19/08/2024;pending;537;537;783.46
538;5279;21/12/2023;delivered;538;538;802.43
539;8141;06/02/2024;delivered;539;539;5918.35
540;2401;06/06/2025;delivered;540;540;6636.32
541;4928;10/06/2024;shipped;541;541;4749.94
542;8222;03/11/2024;delivered;542;542;53.48
543;7005;02/04/2024;delivered;543;543;10287.5
544;1770;15/12/2023;delivered;544;544;213.32
545;7276;16/04/2024;delivered;545;545;0
546;219;23/04/2025;delivered;546;546;2999.22
547;9082;15/07/2024;delivered;547;547;2489.51
548;208;15/07/2024;pending;548;548;1759.5
549;1498;28/04/2024;delivered;549;549;807.24
550;2505;23/06/2024;delivered;550;550;5408.94
551;3107;18/07/2025;shipped;551;551;4338.23
552;6057;01/12/2023;delivered;552;552;4323.84
553;7613;21/09/2024;delivered;553;553;1490.36
554;5194;08/06/2024;shipped;554;554;5989.55
555;6732;19/07/2024;shipped;555;555;2635.62
556;2578;02/01/2024;delivered;556;556;2395.73
557;4592;21/04/2024;delivered;557;557;5136.55
558;5823;29/12/2023;delivered;558;558;1826.92
559;473;22/01/2024;delivered;559;559;9943.06
560;5295;05/02/2025;delivered;560;560;488.94
561;8650;16/08/2024;cancelled;561;561;7123.89
562;8391;10/04/2024;delivered;562;562;4744.76
563;5188;26/06/2024;delivered;563;563;8064.89
564;3951;21/11/2024;delivered;564;564;4257.75
565;9583;28/12/2024;delivered;565;565;5492.96
