review_id,product_id,customer_id,rating,comment,review_date
58,3603,7320,5,Not satisfied,2025-05-26
59,1245,6088,3,Too small,2025-02-15
60,2596,108,5,Fast delivery,2025-05-23
61,3069,9637,2,Fast delivery,2024-09-22
62,1445,2206,2,Exceeded expectations,2024-06-08
63,326,5377,2,Too small,2024-06-06
64,3832,8285,4,Too small,2025-03-05
65,3359,4041,4,Too small,2024-09-07
66,4635,4580,4,Not satisfied,2024-10-12
67,1914,8990,4,Exceeded expectations,2023-11-03
68,1400,7913,1,Would buy again,2025-03-24
69,4949,1539,4,Great quality,2024-01-28
70,1300,3186,2,Would buy again,2024-08-18
71,3476,4655,5,Value for money,2024-08-05
72,4446,2470,5,Great quality,2023-10-12
73,1350,6359,3,Would buy again,2024-08-05
74,3370,9161,4,Too small,2025-06-05
75,62,9677,4,Exceeded expectations,2025-07-28
76,2894,3336,1,Value for money,2025-03-27
77,1598,7691,3,Would buy again,2024-10-06
78,1431,2397,4,Value for money,2024-03-18
79,1204,1654,5,Would buy again,2024-06-24
80,568,5943,3,Would buy again,2025-02-18
81,3931,9329,4,Not satisfied,2024-08-08
82,1999,5399,3,Exceeded expectations,2025-04-25
83,3980,7730,1,Would buy again,2023-10-04
84,1325,5159,3,Fast delivery,2025-01-30
85,941,5828,2,Value for money,2025-07-08
86,1525,4968,4,Fast delivery,2024-06-06
87,3238,1459,4,Exceeded expectations,2025-04-18
88,830,8910,2,Exceeded expectations,2023-09-27
89,2204,8174,1,Would buy again,2024-07-05
90,77,6335,1,Great quality,2025-02-16
91,1658,3345,1,Not satisfied,2024-09-15
92,3932,3184,4,Not satisfied,2024-07-22
93,2931,4710,2,Too small,2025-03-17
94,16,3562,5,Exceeded expectations,2024-04-21
95,2410,2183,1,Value for money,2024-01-25
96,2329,2212,4,Too small,2024-11-08
97,4823,1662,3,Not satisfied,2024-12-04
98,687,5635,2,Great quality,2024-11-09
99,3162,6258,5,Would buy again,2025-09-13
100,3143,6087,5,Exceeded expectations,2025-05-06
101,1982,9666,5,Exceeded expectations,2024-07-06
102,237,3343,1,Exceeded expectations,2024-09-16
103,1117,3078,4,Too small,2025-03-26
104,1937,2460,1,Great quality,2025-02-12
105,2382,6278,5,Exceeded expectations,2025-07-09
106,4471,7353,4,Great quality,2023-11-12
107,1285,2967,2,Great quality,2025-05-31
108,3575,2803,3,Not satisfied,2024-04-23
109,2043,4947,4,Not satisfied,2025-07-05
110,1220,5550,2,Would buy again,2024-07-14
111,2132,8325,1,Too small,2025-04-02
112,2650,8753,3,Not satisfied,2023-11-25
113,4526,7875,2,Would buy again,2024-10-29
114,4087,7110,2,Value for money,2025-01-18
115,1962,1818,4,Great quality,2024-05-30
116,254,4916,4,Too small,2024-11-24
117,2860,2339,5,Exceeded expectations,2025-03-18
118,4462,3633,1,Exceeded expectations,2025-05-30
119,2788,7876,2,Exceeded expectations,2023-12-28
120,4267,6227,1,Exceeded expectations,2023-11-24
121,819,4028,5,Exceeded expectations,2024-07-09
122,3394,918,2,Not satisfied,2024-01-24
123,3938,8124,3,Value for money,2023-09-29
124,2599,3203,5,Great quality,2023-10-22
125,2567,2987,2,Not satisfied,2025-09-12
126,2152,2189,5,Fast delivery,2025-07-18
127,2361,9789,2,Great quality,2025-07-12
128,2746,9008,2,Too small,2025-01-03
129,633,1541,4,Not satisfied,2025-01-31
130,2852,345,2,Value for money,2025-04-21
131,816,7390,5,Value for money,2024-01-19
132,2609,9297,3,Too small,2024-09-19
133,486,3087,2,Too small,2025-02-16
134,1321,1566,2,Too small,2024-02-27
135,730,8347,4,Too small,2024-10-20
136,4944,5016,2,Value for money,2024-10-26
137,1643,8649,1,Not satisfied,2024-12-15
138,1897,3849,5,Value for money,2024-05-27
139,4290,3607,5,Would buy again,2024-04-08
140,1443,6168,2,Too small,2025-08-21
141,2166,2836,4,Great quality,2024-04-29
142,468,8788,2,Not satisfied,2024-12-18
143,3010,7433,1,Exceeded expectations,2024-03-24
144,4325,6740,3,Value for money,2024-05-09
145,2870,1740,5,Not satisfied,2025-06-19
146,4995,6141,2,Would buy again,2025-07-03
147,1867,7827,4,Fast delivery,2025-03-20
148,2854,1669,2,Value for money,2023-11-23
149,4682,4490,3,Not satisfied,2025-08-02
150,3454,6138,5,Would buy again,2025-02-19
151,3532,9511,5,Exceeded expectations,2024-02-24
152,1709,6741,3,Too small,2023-12-19
153,2067,7974,4,Value for money,2025-09-03
154,3730,7995,2,Value for money,2024-02-27
155,279,4679,4,Exceeded expectations,2024-09-01
156,1614,2576,3,Value for money,2025-03-07
157,4960,7239,5,Not satisfied,2024-07-31
158,3690,7441,4,Would buy again,2024-12-08
159,1009,3672,2,Fast delivery,2025-05-25
160,3844,4677,4,Exceeded expectations,2025-04-26
161,474,2244,3,Fast delivery,2025-03-26
162,3458,6758,3,Great quality,2024-05-06
163,2593,7,5,Fast delivery,2024-10-31
164,1629,9887,4,Fast delivery,2025-03-13
165,4947,6737,2,Value for money,2023-10-18
166,2428,2847,2,Great quality,2025-07-08
167,2053,6647,4,Exceeded expectations,2024-05-13
168,3485,1639,4,Value for money,2025-07-13
169,802,1964,3,Would buy again,2025-05-19
170,2853,3472,4,Value for money,2024-11-14
171,93,2010,5,Would buy again,2024-06-30
172,1838,9472,2,Exceeded expectations,2024-11-11
173,4798,2684,2,Too small,2024-08-10
174,403,3129,5,Great quality,2024-10-19
175,1742,982,4,Too small,2024-06-13
176,3687,4199,4,Value for money,2024-02-09
177,2147,4137,2,Fast delivery,2025-09-10
178,2995,737,2,Fast delivery,2025-05-12
179,3320,4846,1,Fast delivery,2025-05-30
180,2487,6729,3,Too small,2023-09-20
181,995,5844,3,Fast delivery,2025-01-19
182,4369,9319,5,Great quality,2024-02-17
183,136,8334,2,Too small,2023-12-19
184,2621,7884,3,Not satisfied,2024-10-05
185,2453,2843,4,Fast delivery,2025-07-29
186,2099,2841,5,Exceeded expectations,2025-02-22
187,2797,661,1,Would buy again,2024-07-03
188,3889,1446,3,Value for money,2023-12-10
189,2197,3622,3,Fast delivery,2023-12-06
190,157,2284,3,Value for money,2025-01-09
191,420,432,2,Fast delivery,2025-03-06
192,484,9139,5,Exceeded expectations,2024-11-07
193,1965,2792,5,Value for money,2024-02-06
194,4767,7184,3,Value for money,2024-01-09
195,3341,7208,5,Great quality,2025-01-31
196,1841,5870,3,Not satisfied,2024-03-31
197,1812,9998,2,Not satisfied,2023-11-04
198,3579,9479,1,Would buy again,2025-03-05
199,4923,5922,4,Too small,2025-05-05
200,1368,9208,4,Great quality,2025-05-31
201,2635,3877,1,Exceeded expectations,2023-11-07
202,3958,4872,3,Too small,2025-06-14
203,2150,1384,2,Fast delivery,2024-04-13
204,1358,7848,3,Fast delivery,2024-05-05
205,1362,8577,5,Fast delivery,2024-07-18
206,4324,4532,4,Value for money,2024-11-17
207,3473,6464,3,Exceeded expectations,2024-12-09
208,2163,8634,3,Too small,2023-10-16
209,1143,6395,1,Value for money,2025-07-11
210,823,9462,3,Too small,2025-09-06
211,4299,5193,1,Would buy again,2024-02-29
212,4190,8418,5,Too small,2025-04-29
213,4208,3191,2,Not satisfied,2025-08-09
214,698,99,2,Not satisfied,2023-10-21
215,1481,7112,4,Fast delivery,2025-05-25
216,4307,4545,5,Too small,2023-12-08
217,3857,2434,5,Fast delivery,2024-12-04
218,2523,6132,5,Too small,2024-05-01
219,399,6100,5,Exceeded expectations,2023-10-25
220,2958,2806,4,Fast delivery,2025-05-23
221,2307,1912,4,Exceeded expectations,2024-10-17
222,35,6408,5,Too small,2024-09-27
223,1839,2079,2,Too small,2024-04-01
224,1283,9528,1,Great quality,2023-10-06
225,1987,1607,3,Would buy again,2024-12-01
226,2503,7372,4,Value for money,2024-11-14
227,1651,8770,1,Exceeded expectations,2025-02-09
228,2200,1432,5,Would buy again,2023-09-16
229,3433,1380,4,Great quality,2024-11-01
230,634,6615,2,Would buy again,2024-01-01
231,2871,2329,4,Fast delivery,2025-08-29
232,1476,65,3,Value for money,2025-02-26
233,1574,3623,4,Not satisfied,2023-11-26
234,4392,7068,2,Exceeded expectations,2024-12-16
235,4395,9262,5,Too small,2024-09-21
236,914,6744,4,Too small,2025-06-16
237,3715,4570,4,Would buy again,2023-11-01
238,4190,3630,1,Great quality,2025-08-25
239,2761,4898,2,Too small,2024-11-07
240,1151,9735,3,Not satisfied,2024-08-16
241,4364,2609,2,Would buy again,2025-06-21
242,3736,1119,5,Great quality,2023-10-31
243,3391,7742,3,Too small,2025-05-11
244,1032,7773,5,Too small,2023-09-23
245,208,1683,3,Not satisfied,2024-07-04
246,2970,1328,1,Value for money,2024-11-03
247,4675,3313,2,Not satisfied,2025-07-07
248,1645,7870,2,Not satisfied,2024-04-23
249,32,1779,3,Not satisfied,2025-04-23
250,408,5979,5,Exceeded expectations,2024-07-29
251,979,7967,4,Fast delivery,2024-04-03
252,3510,706,3,Too small,2025-03-14
253,4061,9404,3,Fast delivery,2025-04-07
254,254,30,4,Exceeded expectations,2025-03-14
255,4470,6248,3,Exceeded expectations,2025-04-30
256,3362,8776,4,Value for money,2024-02-07
257,1525,6194,2,Too small,2025-05-03
258,2974,9197,4,Great quality,2024-02-16
259,340,7628,4,Exceeded expectations,2024-05-18
260,167,1379,5,Great quality,2024-08-27
261,567,6060,1,Not satisfied,2025-04-27
262,1776,5619,5,Would buy again,2024-04-07
263,2092,7563,4,Too small,2023-12-13
264,1308,9187,1,Would buy again,2023-12-06
265,1672,6761,2,Would buy again,2024-10-31
266,4802,9177,4,Fast delivery,2024-11-30
267,4565,4862,1,Exceeded expectations,2024-10-06
268,7,5212,2,Exceeded expectations,2025-06-07
269,555,7190,4,Exceeded expectations,2025-01-28
270,3091,6951,4,Value for money,2025-07-23
271,4128,6715,3,Too small,2024-10-05
272,2762,4165,5,Too small,2025-07-09
273,1843,7297,4,Great quality,2025-07-07
274,1856,6662,2,Exceeded expectations,2025-07-26
275,4818,8149,4,Would buy again,2024-11-21
276,2654,7386,3,Fast delivery,2024-09-10
277,1118,3879,3,Too small,2024-09-18
278,4433,7364,5,Not satisfied,2024-06-12
279,345,5584,1,Exceeded expectations,2024-06-22
280,3599,759,2,Value for money,2025-01-20
281,2775,5026,1,Value for money,2023-10-06
282,4811,3623,5,Too small,2025-08-03
283,1095,5389,3,Fast delivery,2025-07-14
284,3868,3711,2,Exceeded expectations,2023-10-28
285,3201,6101,2,Too small,2024-01-17
286,2569,6165,3,Exceeded expectations,2024-07-15
287,2443,1874,5,Not satisfied,2024-03-03
288,767,5789,1,Fast delivery,2025-03-03
289,2080,7690,3,Fast delivery,2024-11-25
290,2072,744,2,Too small,2025-05-22
291,4140,6957,5,Too small,2024-06-12
292,1470,7703,1,Value for money,2023-11-16
293,3734,8784,5,Fast delivery,2024-02-18
294,4590,9019,5,Would buy again,2025-02-21
295,2674,4438,4,Would buy again,2024-10-21
296,425,5529,3,Too small,2025-08-11
297,432,4492,4,Too small,2025-06-16
298,1880,2490,2,Value for money,2024-11-06
299,4783,1941,5,Too small,2024-07-29
300,3557,3315,5,Exceeded expectations,2024-10-14
301,4480,2814,3,Too small,2025-06-03
302,2847,6034,2,Value for money,2024-09-28
303,1436,6688,2,Exceeded expectations,2024-04-14
304,156,9610,2,Great quality,2024-04-29
305,4638,2007,2,Not satisfied,2024-06-30
306,3834,924,1,Too small,2024-08-02
307,387,8834,5,Too small,2024-07-19
308,1109,1027,5,Not satisfied,2024-01-03
309,3105,494,5,Fast delivery,2023-12-31
310,3900,3919,2,Great quality,2024-02-26
311,2993,3199,3,Not satisfied,2025-08-04
312,3630,656,5,Great quality,2024-09-08
313,4226,2844,4,Exceeded expectations,2024-05-29
314,868,2795,3,Would buy again,2025-02-27
315,799,3461,2,Exceeded expectations,2025-01-23
316,2510,5253,4,Exceeded expectations,2024-09-30
317,1058,3635,3,Great quality,2024-09-16
318,4085,1103,1,Too small,2024-07-10
319,1923,5014,2,Too small,2025-02-22
320,4335,7783,2,Would buy again,2025-08-26
321,598,3225,2,Too small,2024-08-27
322,3896,7883,4,Would buy again,2023-11-21
323,3936,5583,5,Too small,2025-06-26
324,4421,7474,5,Too small,2025-04-25
325,3381,4540,1,Great quality,2024-09-04
326,2176,4629,3,Too small,2024-03-01
327,2376,6169,4,Fast delivery,2024-04-19
328,4734,2130,1,Fast delivery,2024-09-10
329,2141,1811,3,Not satisfied,2023-09-20
330,3543,5105,5,Great quality,2024-12-15
331,3881,4245,1,Exceeded expectations,2024-06-27
332,1817,6829,1,Great quality,2024-09-19
333,2121,451,5,Fast delivery,2024-10-24
334,1900,3402,2,Fast delivery,2024-04-30
335,1751,7264,5,Value for money,2024-03-11
336,2482,8518,2,Fast delivery,2023-09-26
337,856,7579,3,Would buy again,2024-09-17
338,4032,8958,4,Exceeded expectations,2024-01-13
339,4252,3196,1,Not satisfied,2025-03-12
340,3144,861,1,Fast delivery,2024-11-11
341,2453,3305,1,Great quality,2024-08-04
342,3478,7427,3,Great quality,2024-05-14
343,359,2398,4,Fast delivery,2024-12-30
344,4930,45,4,Value for money,2024-02-28
345,3933,1394,5,Great quality,2025-07-05
346,1900,9771,4,Great quality,2024-10-14
347,4592,8148,1,Value for money,2024-01-13
348,1005,6401,3,Great quality,2024-06-03
349,2896,27,2,Value for money,2024-07-13
350,3573,3659,3,Fast delivery,2024-03-15
351,3746,4819,3,Too small,2023-12-10
352,2922,9043,4,Exceeded expectations,2023-09-29
353,1290,1127,5,Fast delivery,2024-09-14
354,3405,8993,1,Exceeded expectations,2024-08-08
355,1517,2340,1,Great quality,2024-08-31
356,1141,5424,1,Would buy again,2025-08-09
357,4755,2677,1,Too small,2023-09-26
358,3084,8264,5,Too small,2023-10-21
359,493,4011,5,Fast delivery,2025-05-10
360,3923,2866,2,Would buy again,2024-12-09
361,3225,8742,2,Not satisfied,2025-04-02
362,4064,6272,1,Exceeded expectations,2025-08-02
363,1007,5750,4,Too small,2025-06-06
364,739,3860,1,Value for money,2025-04-05
365,1338,6791,5,Exceeded expectations,2025-09-06
366,1289,1356,4,Would buy again,2025-02-18
367,4856,7107,3,Would buy again,2025-01-15
368,4543,2811,1,Value for money,2023-10-19
369,2861,7374,5,Would buy again,2025-03-29
370,4667,7335,4,Not satisfied,2024-03-20
371,1389,8600,1,Not satisfied,2025-07-08
372,4358,9072,1,Great quality,2025-09-09
373,1931,3763,4,Not satisfied,2024-07-07
374,4429,7104,2,Too small,2025-01-05
375,887,4737,2,Fast delivery,2023-10-26
376,1591,9900,3,Value for money,2024-02-11
377,1017,2162,3,Not satisfied,2024-11-26
378,2746,6228,1,Would buy again,2025-05-11
379,1473,6689,2,Value for money,2023-09-28
380,2726,955,5,Too small,2025-03-10
381,863,9999,2,Too small,2024-08-16
382,1695,1372,4,Too small,2023-11-23
383,797,8374,5,Too small,2025-01-01
384,851,7132,3,Fast delivery,2025-04-26
385,3406,2713,2,Exceeded expectations,2025-08-02
386,4392,8979,3,Value for money,2025-06-30
387,4706,8447,1,Too small,2025-01-16
388,4786,8813,5,Would buy again,2024-10-07
389,1389,9033,3,Value for money,2025-05-02
390,143,2815,2,Value for money,2023-11-04
391,91,952,5,Fast delivery,2024-02-09
392,3263,4588,2,Would buy again,2024-02-04
393,3799,9994,1,Exceeded expectations,2025-08-02
394,1619,8152,5,Exceeded expectations,2024-07-04
395,4858,5432,5,Fast delivery,2024-04-19
396,2208,1171,1,Fast delivery,2023-10-19
397,139,5184,4,Fast delivery,2024-06-02
398,4407,447,4,Value for money,2023-12-12
399,1466,3193,2,Would buy again,2024-09-16
400,2796,8848,3,Not satisfied,2024-05-05
401,2189,6335,3,Value for money,2025-02-11
402,4798,6429,1,Would buy again,2023-09-21
403,822,7068,5,Great quality,2025-03-19
404,2456,4503,2,Great quality,2025-04-01
405,868,4913,5,Fast delivery,2023-12-18
406,803,4861,1,Too small,2025-01-15
407,2746,605,5,Great quality,2024-06-30
408,2297,9680,4,Exceeded expectations,2025-05-06
409,1238,9019,3,Not satisfied,2024-02-18
410,4120,8061,5,Fast delivery,2024-08-09
411,3950,8555,2,Fast delivery,2025-03-08
412,63,9222,2,Would buy again,2024-01-04
413,2923,3510,5,Value for money,2023-12-17
414,4364,2434,4,Would buy again,2023-11-21
415,808,5481,5,Fast delivery,2024-03-27
416,633,298,3,Not satisfied,2023-12-30
417,1761,5881,4,Would buy again,2024-07-12
418,1069,1786,4,Fast delivery,2024-02-16
419,2064,9883,3,Fast delivery,2025-02-08
420,2922,7645,4,Too small,2023-12-03
421,2141,9119,2,Would buy again,2024-11-30
422,3929,6607,5,Exceeded expectations,2023-12-03
423,230,2416,5,Would buy again,2024-11-14
424,4988,1457,5,Great quality,2025-05-17
425,1637,2757,1,Would buy again,2023-12-30
426,3352,5524,3,Exceeded expectations,2024-01-24
427,1803,6842,2,Not satisfied,2025-02-05
428,2646,5352,3,Would buy again,2024-12-30
429,3686,9104,4,Value for money,2023-12-27
430,239,8231,1,Value for money,2024-05-02
431,4338,3364,1,Not satisfied,2024-04-13
432,832,1308,3,Not satisfied,2024-11-15
433,2623,8084,4,Too small,2024-09-23
434,3761,7541,4,Would buy again,2024-05-24
435,468,2742,2,Exceeded expectations,2024-07-26
436,594,3124,1,Value for money,2024-04-11
437,20,3328,2,Value for money,2024-02-22
438,2067,7491,3,Too small,2024-01-21
439,2059,7645,3,Would buy again,2024-06-05
440,1928,5019,5,Exceeded expectations,2025-08-01
441,2246,2858,3,Great quality,2024-04-01
442,2711,9153,1,Great quality,2024-12-10
443,525,2041,2,Exceeded expectations,2024-11-05
444,4247,270,4,Too small,2024-05-13
445,874,9203,2,Fast delivery,2024-11-01
446,679,7662,1,Exceeded expectations,2024-01-31
447,3270,547,1,Not satisfied,2025-08-15
448,238,676,5,Would buy again,2025-07-16
449,463,65,2,Not satisfied,2024-05-20
450,26,5374,3,Value for money,2025-08-11
451,4654,105,5,Too small,2024-06-13
452,3058,2954,2,Exceeded expectations,2024-05-22
453,2961,5396,4,Exceeded expectations,2025-01-04
454,1541,2123,3,Value for money,2024-06-08
455,1952,7389,1,Fast delivery,2024-10-09
456,4915,9183,2,Not satisfied,2023-11-01
457,4362,8222,5,Would buy again,2025-02-21
458,2249,9803,3,Would buy again,2023-11-24
459,2757,639,4,Too small,2023-11-10
460,580,1518,3,Not satisfied,2023-10-15
461,2901,9150,1,Great quality,2024-06-30
462,1665,4746,5,Value for money,2025-05-23
463,3433,2531,1,Not satisfied,2023-12-08
464,3501,7353,4,Would buy again,2025-03-02
465,859,4996,3,Great quality,2023-11-17
466,3359,669,2,Would buy again,2025-03-15
467,4027,8469,4,Fast delivery,2025-03-08
468,4629,3070,3,Exceeded expectations,2025-09-12
469,3076,7915,5,Value for money,2025-07-26
470,1933,2284,5,Would buy again,2024-02-10
471,2527,3060,1,Would buy again,2025-06-27
472,4542,8526,4,Exceeded expectations,2024-11-21
473,2406,2042,3,Value for money,2024-08-09
474,3734,3651,1,Exceeded expectations,2024-08-16
475,4587,2125,3,Exceeded expectations,2024-08-25
476,3269,6082,2,Not satisfied,2024-12-09
477,1693,9038,1,Would buy again,2025-05-02
478,3001,3302,4,Exceeded expectations,2025-01-03
479,4918,7830,5,Fast delivery,2025-03-27
480,1921,3345,1,Exceeded expectations,2024-03-04
481,3078,7672,1,Would buy again,2025-03-12
482,2487,9938,3,Too small,2025-06-10
483,211,3429,2,Great quality,2024-07-06
484,1243,6478,4,Value for money,2024-11-07
485,3231,7669,5,Great quality,2025-06-13
486,4170,5272,4,Exceeded expectations,2024-08-22
487,2504,141,5,Fast delivery,2024-07-19
488,3588,2588,1,Great quality,2024-10-17
489,1629,3117,3,Great quality,2024-06-22
490,3143,3656,2,Would buy again,2025-05-07
491,4755,4483,3,Value for money,2023-09-24
492,781,1708,4,Would buy again,2024-10-12
493,3207,1063,2,Exceeded expectations,2023-10-25
494,4991,704,1,Value for money,2025-02-02
495,2140,7363,1,Too small,2025-02-25
496,4650,3854,3,Exceeded expectations,2023-10-17
497,32,3475,5,Exceeded expectations,2023-10-03
498,4613,1861,5,Would buy again,2025-02-18
499,555,287,2,Too small,2024-05-25
500,2252,173,1,Great quality,2023-12-10
501,949,9513,2,Too small,2025-06-24
502,12,4290,3,Not satisfied,2025-01-05
503,2859,5237,1,Too small,2024-01-16
504,162,2375,2,Value for money,2023-12-05
505,970,7138,2,Not satisfied,2024-12-07
506,927,6097,5,Not satisfied,2024-05-06
507,201,464,4,Value for money,2025-04-18
508,3190,9884,4,Not satisfied,2025-02-14
509,1934,2208,2,Great quality,2024-10-13
510,1752,4389,3,Not satisfied,2023-11-08
511,242,1509,3,Too small,2024-07-02
512,589,8337,5,Great quality,2024-09-27
513,1645,3593,4,Exceeded expectations,2024-12-13
514,1463,3249,5,Great quality,2024-05-02
515,3328,9676,5,Great quality,2023-10-08
516,964,7497,2,Exceeded expectations,2024-03-21
517,2727,8963,1,Exceeded expectations,2023-11-26
518,76,4264,4,Not satisfied,2023-12-04
519,4999,1255,2,Would buy again,2025-08-11
520,3045,9619,4,Value for money,2024-07-19
521,844,2379,4,Too small,2025-02-02
522,2060,8793,3,Exceeded expectations,2025-05-19
523,3404,9161,1,Exceeded expectations,2023-10-07
524,2447,8618,2,Would buy again,2025-05-04
525,2256,7221,1,Fast delivery,2024-10-01
526,444,8512,1,Fast delivery,2025-07-22
527,1330,6608,4,Would buy again,2025-08-17
528,1196,893,5,Not satisfied,2025-08-29
529,2687,5881,1,Not satisfied,2023-10-01
530,1631,3921,4,Exceeded expectations,2024-01-03
531,3677,9458,3,Would buy again,2024-01-02
532,1301,1324,4,Too small,2024-02-22
533,2065,56,1,Great quality,2023-12-22
534,1090,613,5,Great quality,2025-09-04
535,2143,5941,3,Too small,2024-04-12
536,1959,4111,5,Not satisfied,2025-01-19
537,3165,7164,2,Value for money,2024-07-21
538,4181,4890,3,Too small,2023-11-25
539,1055,9011,3,Not satisfied,2025-04-14
540,1315,1582,5,Too small,2024-07-07
541,2520,905,1,Would buy again,2023-10-29
542,975,2891,5,Fast delivery,2024-12-30
543,3540,8513,3,Not satisfied,2023-12-23
544,963,8386,4,Not satisfied,2024-08-26
545,366,3000,1,Fast delivery,2025-08-21
546,4950,3803,3,Too small,2025-04-03
547,3690,6065,2,Value for money,2024-12-11
548,1741,2786,5,Value for money,2024-08-04
549,4881,2790,5,Value for money,2025-05-21
550,4208,5840,1,Value for money,2024-08-13
551,1433,7640,2,Fast delivery,2025-04-07
552,2008,6956,5,Too small,2024-11-13
553,673,9127,4,Would buy again,2025-05-18
554,597,1461,2,Great quality,2024-08-14
555,1105,6014,5,Great quality,2024-10-05
556,2567,4663,5,Value for money,2023-10-26
557,4587,7179,4,Fast delivery,2025-01-04
558,2328,7391,5,Exceeded expectations,2024-06-07
559,2186,3749,2,Great quality,2025-09-13
560,1588,42,1,Fast delivery,2023-12-16
561,3144,3798,5,Fast delivery,2024-10-16
562,4037,5554,3,Too small,2025-08-21
563,2827,8049,3,Exceeded expectations,2024-07-05
564,3328,4207,5,Exceeded expectations,2025-08-08
565,648,8251,1,Great quality,2024-03-20
566,1222,152,5,Fast delivery,2024-09-14
567,1709,8382,3,Value for money,2025-04-13
568,1554,4248,3,Not satisfied,2024-07-07
569,82,190,4,Great quality,2025-06-03
570,3998,2743,5,Would buy again,2025-01-01
571,4769,1879,4,Great quality,2024-03-14
572,1472,3779,1,Would buy again,2024-04-11
573,2868,3235,4,Not satisfied,2024-12-08
574,2577,9855,5,Exceeded expectations,2025-06-14
575,3962,7642,2,Fast delivery,2025-08-20
576,4812,1247,4,Fast delivery,2025-04-09
577,3511,9281,4,Value for money,2024-10-02
578,2944,5199,2,Great quality,2023-12-27
579,4783,421,4,Too small,2024-10-21
580,954,3950,2,Value for money,2024-08-08
581,212,4649,2,Exceeded expectations,2023-12-13
582,2073,158,2,Too small,2023-09-22
583,4948,4471,3,Not satisfied,2025-05-10
584,3023,6208,1,Fast delivery,2024-01-10
585,4508,7836,5,Would buy again,2025-08-16
586,1655,3676,4,Would buy again,2023-11-22
587,2649,8198,3,Too small,2025-06-07
588,204,7349,5,Not satisfied,2024-07-02
589,292,4378,5,Too small,2023-10-23
590,3168,3858,5,Too small,2024-12-17
591,551,1128,4,Not satisfied,2024-05-11
592,4071,6525,1,Would buy again,2023-11-30
593,2579,332,4,Value for money,2024-03-04
594,2600,3246,5,Too small,2024-12-10
595,554,2041,3,Would buy again,2023-12-13
596,279,2793,3,Not satisfied,2024-06-08
597,4337,1833,3,Not satisfied,2024-09-05
598,2244,7207,3,Not satisfied,2025-02-27
599,3354,933,5,Exceeded expectations,2024-03-12
600,3767,4238,5,Not satisfied,2025-08-09
601,4644,2062,5,Too small,2025-08-20
602,4476,2540,3,Not satisfied,2025-04-23
603,1322,7138,2,Too small,2024-07-07
604,757,3502,3,Too small,2024-12-04
605,1931,5165,1,Great quality,2025-06-21
606,360,1332,4,Too small,2023-10-10
607,1346,2337,4,Exceeded expectations,2024-11-24
608,2051,246,3,Value for money,2024-11-01
609,4555,1471,2,Value for money,2025-09-07
610,252,3516,5,Would buy again,2024-09-01
