product_id;product_name;description;category_id;brand;price_usd;stock_quantity;created_at;price_eur;price_egp
33;Nestle Enjoy;Government nice themselves wind see.;9;Nestle;16.99;488;04/09/2025;14.43767079;818.4089142
34;GSK Wonder;Ten wish specific thing agent say forward.;10;GSK;180.89;250;07/09/2025;153.715731;8713.477839
35;Bosch Its Max;Environment skin blue the teach develop staff.;11;Bosch;704.19;425;07/09/2024;598.4027897;33920.85776
36;Staedtler Hard Plus;Star the development process huge everything attorney.;12;Staedtler;70.36;484;08/05/2025;59.79014226;3389.243744
37;Apple Family Lite;Political hundred wonder movie voice boy wife condition.;1;Apple;2058.46;500;09/04/2024;1749.227064;99156.09261
38;Uniqlo American;Others generation skill job worker.;2;Uniqlo;60.07;243;14/12/2023;51.04596142;2893.574072
39;HarperCollins Image Lite;Couple and job mind southern rather vote say culture issue.;3;HarperCollins;58.04;475;12/02/2025;49.32091894;2795.788898
40;Nivea Wife;Perhaps professional by tonight medical project for recent.;4;Nivea;81.6;343;19/11/2024;69.34160899;3930.67495
41;Reebok Care;Inside wait quality total past feeling.;5;Reebok;263.61;61;14/11/2024;224.0090876;12698.10323
42;IKEA These Max;Fight decision size parent.;6;IKEA;61.65;283;23/05/2024;52.38860532;2969.682729
43;Bosch Make;Kind degree list top somebody college be middle plan.;7;Bosch;30.64;362;02/06/2024;26.03709436;1475.929908
44;Hasbro Better Pro;Pull different current agency each little sure.;8;Hasbro;181.56;440;11/11/2023;154.28508;8745.751763
45;Kellogg's Lose Plus;Though offer responsibility himself hundred challenge reach throughout team.;9;Kellogg's;28.57;248;03/08/2025;24.27806089;1376.217933
46;Johnson & Johnson Both;Despite sound receive let newspaper true building card let.;10;Johnson & Johnson;217.84;451;01/11/2024;185.1149032;10493.36067
47;Bridgestone Operation;Fish sense kind spring throughout interview trade knowledge city technology.;11;Bridgestone;201.97;242;30/08/2024;171.62898;9728.902201
48;Staedtler Event Pro;Style everyone sing machine dream key require.;12;Staedtler;53.06;181;16/03/2024;45.08904134;2555.902118
49;LG Expert;Floor music catch discuss really relationship ask imagine.;1;LG;2173.21;27;10/11/2024;1846.738702;104683.6043
50;Puma Man;Artist strategy hope show watch affect thing offer local.;2;Puma;262.01;31;15/06/2024;222.6494482;12621.03117
51;Macmillan Fire;Table well industry section national owner determine detail.;3;Macmillan;49.03;55;19/08/2024;41.66444962;2361.776872
52;Nivea Mention Lite;Home protect something right subject.;4;Nivea;30.62;93;30/08/2025;26.02009886;1474.966507
53;Reebok Care;Move trade option production base investment term consider employee force lawyer.;5;Reebok;438.5;38;04/06/2024;372.6261709;21122.56085
54;Wayfair Sort;Everything week instead strong like see appear weight.;6;Wayfair;1714.81;50;08/03/2024;1457.202016;82602.45969
55;Philips Rate;Sit prepare senior wear current.;7;Philips;820.07;7;01/10/2023;696.8746726;39502.80155
56;LEGO Pretty;Draw list boy way let eight.;8;LEGO;170.5;85;28/06/2024;144.8865727;8212.991164
57;Kellogg's Computer;Parent security boy standard who blue agent find quality when.;9;Kellogg's;22.16;205;20/07/2024;18.83100558;1067.448001
58;Johnson & Johnson Year Pro;Away real physical big significant sure.;10;Johnson & Johnson;295.64;135;25/12/2024;251.2273687;14240.98949
59;Continental Support Lite;Someone not American mouth product attention.;11;Continental;132.29;151;30/01/2025;112.4166845;6372.414082
60;Moleskine Growth;Support state black whether.;12;Moleskine;46.76;277;21/01/2025;39.73546123;2252.43089
61;Apple Vote;Religious itself safe whole establish space Mrs low itself.;1;Apple;237.2;299;05/04/2025;201.5665399;11425.93257
62;H&M Person;Focus early various everything late seek now.;2;H&M;342.56;80;15/02/2025;291.0987938;16501.12758
63;Penguin Hundred;Agreement surface consider deep something future they red.;3;Penguin;9.41;95;17/04/2024;7.996379174;453.2800402
64;L'Oreal Only;Might course drop image.;4;L'Oreal;136.02;120;20/11/2024;115.5863438;6552.088317
65;Asics Son Plus;Real position make society behavior develop reality.;5;Asics;293.67;20;10/05/2024;249.5533127;14146.09452
66;Ashley Record Max;Hard network gas you nearly goal law fill discover return.;6;Ashley;1870.72;104;18/05/2024;1589.690377;90112.65003
67;Panasonic Call Lite;Week real course school everybody operation set others wonder strategy.;7;Panasonic;213.7;330;03/05/2024;181.5968363;10293.93673
68;Mattel Dream;Conference add move ever window network recently call.;8;Mattel;186.16;479;21/07/2025;158.1940433;8967.33393
69;Nestle Soldier Pro;Bill activity expect long future whole education technology box.;9;Nestle;8.25;109;05/11/2023;7.010640615;397.4027982
70;GSK Institution Max;Available picture approach chance none fight yes budget share.;10;GSK;264.62;450;29/12/2024;224.8673599;12746.75497
71;Bosch Pick;Difficult mission late kind team wrong figure perform participant science way.;11;Bosch;134.62;426;24/02/2024;114.3966593;6484.650267
72;Faber-Castell Process;Enough ball dream necessary choose impact.;12;Faber-Castell;49.32;413;04/03/2025;41.91088426;2375.746183
73;OnePlus Phone;Fact discuss religious reflect law reach under skin person.;1;OnePlus;1702.87;283;10/02/2025;1447.055707;82027.30946
74;Zara Summer;Interesting name positive training step author.;2;Zara;50.4;449;22/01/2024;42.82864085;2427.769822
75;HarperCollins Structure Pro;Organization station TV keep light fight I.;3;HarperCollins;45.83;79;14/04/2024;38.94517083;2207.632757
76;Maybelline Month Plus;Management ball always it focus economy before while structure offer.;4;Maybelline;144.37;104;02/10/2023;122.6819619;6954.308119
77;Reebok Southern;Office several compare million kind everything young.;5;Reebok;133.05;464;19/08/2024;113.0625132;6409.02331
78;IKEA Prove Lite;Why like impact fly bit claim in many production.;6;IKEA;1662.11;22;23/07/2024;1412.418894;80063.89879
79;Philips Teach;Already because education break significant ten stay ability thank left.;7;Philips;213.61;134;28/10/2023;181.5203566;10289.60142
80;LEGO Cup;Gun series personal service data near until just recognize building.;8;LEGO;112.58;218;17/01/2025;95.66762672;5422.98267
81;PepsiCo Politics Pro;Report financial add impact different success box.;9;PepsiCo;94.56;353;16/12/2023;80.35468807;4554.958618
82;Johnson & Johnson Raise;Marriage respond meeting event strong woman.;10;Johnson & Johnson;250.87;298;23/03/2024;213.1829589;12084.41697
83;Bridgestone Loss Plus;Certain course out second carry attorney significant take future skin.;11;Bridgestone;43.04;186;10/04/2024;36.57429964;2073.238356
84;Moleskine Tend;Executive fear only your.;12;Moleskine;17.6;127;30/09/2024;14.95603331;847.7926362
85;OnePlus Tree Lite;Land machine forward several help usually.;1;OnePlus;2437.21;383;22/07/2025;2071.079202;117400.4938
86;Adidas Current;Occur do simply analysis seat relate specific.;2;Adidas;102.33;83;11/07/2024;86.95743686;4929.239799
87;HarperCollins Record;Manager already maybe opportunity thank them.;3;HarperCollins;6.36;377;22/08/2024;5.404566583;306.3614299
88;Maybelline Black;Treat address century that wide avoid sit enter perhaps however.;4;Maybelline;84.11;342;17/11/2023;71.47454329;4051.581741
89;Under Armour Together Pro;System teacher here first responsibility service their along.;5;Under Armour;197.45;19;08/11/2023;167.7879987;9511.173638
90;Wayfair Easy Lite;Range explain dinner bed within set region beyond coach federal ahead.;6;Wayfair;712.32;420;24/05/2024;605.3114573;34312.48015
91;Bosch Style Plus;Fall hear certainly most not.;7;Bosch;609.73;142;23/05/2025;518.1330791;29370.71614
92;LEGO Couple;Company participant him raise marriage on.;8;LEGO;59.43;328;14/03/2024;50.50210567;2862.745248
93;PepsiCo Main;Least project together let explain national available.;9;PepsiCo;98.13;274;10/06/2024;83.38838346;4726.925647
94;Pfizer People;Police interesting economic suddenly current his low.;10;Pfizer;37.26;496;18/03/2024;31.66260234;1794.815547
95;Continental I Max;Grow fast recognize against stop how account ten sing wind.;11;Continental;40.22;305;23/08/2025;34.17793522;1937.398854
96;Staedtler Police;Strategy total simply discover soon despite couple economy sense.;12;Staedtler;63.13;223;04/05/2025;53.64627176;3040.974382
97;Xiaomi Receive;Pick tough position final kid often.;1;Xiaomi;377.55;460;06/04/2025;320.8324078;18186.59715
98;Uniqlo Catch Pro;Travel force indeed customer skill.;2;Uniqlo;286.43;0;27/07/2025;243.4009444;13797.34345
99;HarperCollins History;Maybe evening clearly trial want whose far that sound life.;3;HarperCollins;8.85;340;13/11/2023;7.520505387;426.3048199
100;Maybelline Chance;Team right woman whose source hand so.;4;Maybelline;133.69;63;26/09/2023;113.6063689;6439.852133
101;Reebok Everything;Buy happy see energy herself police he push likely people.;5;Reebok;336.78;167;25/11/2024;286.1870965;16222.70477
102;Wayfair Generation;Determine as statement travel few impact cause watch fight manage best.;6;Wayfair;1117.74;98;05/08/2025;949.8270838;53841.57621
103;KitchenAid Note;Home he we recent music onto.;7;KitchenAid;581.14;383;02/04/2025;493.8380227;27993.53481
104;LEGO Clear;Pressure street past voice evidence real describe know door.;8;LEGO;63.69;280;23/06/2024;54.12214555;3067.949602
105;Nestle Bit;Name within grow huge couple business summer lawyer.;9;Nestle;21.81;402;11/02/2025;18.53358446;1050.588488
106;GSK Difference;Wife anything four writer skin day stop never only spend.;10;GSK;98.71;226;14/03/2024;83.88125274;4754.864268
107;Continental Get;Small other everyone worker would music.;11;Continental;413.83;406;28/05/2025;351.662231;19934.20606
108;Faber-Castell Contain Pro;Produce ago address so draw.;12;Faber-Castell;23.42;339;24/05/2024;19.9017216;1128.142247
109;OnePlus Admit;Enter camera inside box as large.;1;OnePlus;324.13;487;23/06/2024;275.4374476;15613.35382
110;Adidas Must;Board mean war analysis situation term miss leader who article.;2;Adidas;97.61;101;22/09/2024;82.94650066;4701.877229
111;HarperCollins Throw Plus;International blue Republican kitchen tonight focus chance call.;3;HarperCollins;59.12;312;12/01/2025;50.23867553;2847.812537
112;L'Oreal Property;Nature foot yes most law painting between reduce table prepare.;4;L'Oreal;177.57;294;05/05/2025;150.8944793;8553.553319
113;Under Armour Ok;Involve thousand including still human role.;5;Under Armour;198.15;204;15/05/2024;168.382841;9544.892663
114;IKEA Late Pro;Professor hear check type attack story behavior benefit.;6;IKEA;1787.47;440;11/04/2025;1518.94664;86102.49452
115;Philips Hotel;News only no form business government.;7;Philips;343.88;411;13/02/2025;292.2204963;16564.71203
116;Hasbro Yeah;Test return why outside goal official defense prevent difference.;8;Hasbro;14.79;127;09/12/2023;12.56816663;712.4348347
117;Nestle Hard;Happen several off southern suddenly window stand party poor ago.;9;Nestle;80.34;341;06/09/2025;68.27089297;3869.980704
118;GSK Really;Ahead event several TV go consider century.;10;GSK;179.85;486;07/02/2025;152.8319654;8663.381002
119;Continental Institution;Center plan air second Democrat.;11;Continental;578.23;258;07/08/2024;491.3651785;27853.36
120;Staedtler Long;Church find food walk other third choose senior.;12;Staedtler;44.28;459;24/10/2023;37.62802017;2132.969201
121;Samsung Represent;Evening product magazine kind event.;1;Samsung;1239.22;132;24/04/2025;1053.057705;59693.2722
122;Adidas Music;Generation book question or money.;2;Adidas;118.15;398;12/05/2024;100.4008714;5691.289771
123;Macmillan Answer;House out account feeling deep case eight.;3;Macmillan;20.1;39;27/05/2024;17.08046986;968.2177266
124;Maybelline Call Max;Market issue can mouth.;4;Maybelline;65.98;276;12/03/2024;56.06812943;3178.258985
125;Puma Month Plus;Street south author technology amount affect TV television office of.;5;Puma;197.69;78;20/03/2025;167.9919446;9522.734446
126;Ashley Push Lite;Face if whom commercial way least ready gun join.;6;Ashley;827.05;277;07/12/2023;702.8060995;39839.0284
127;KitchenAid Either;Open model how financial fund four collection member box.;7;KitchenAid;326.11;215;16/10/2024;277.1200013;15708.73049
128;Mattel Daughter;Go when population challenge bill eight community check.;8;Mattel;118.9;356;27/04/2025;101.0382023;5727.417298
129;Nestle Reality;Concern significant management senior service.;9;Nestle;76.79;194;29/08/2024;65.25419307;3698.977076
130;Pfizer Responsibility Max;Poor worry follow wife firm key light place someone option.;10;Pfizer;91.69;199;15/06/2024;77.91583491;4416.710615
131;Continental Movement;Financial later arm story baby.;11;Continental;590.36;409;18/07/2025;501.6729447;28437.66254
132;Faber-Castell Top;Past medical leg never social.;12;Faber-Castell;39.57;139;11/08/2025;33.62558171;1906.08833
133;LG Analysis;Training occur could painting may whatever late specific study.;1;LG;1033.26;342;23/03/2025;878.0381239;49772.17155
134;Puma Become;Position always remain yard model particular hair truth hold.;2;Puma;292.43;430;09/05/2025;248.4995921;14086.36367
135;Macmillan Ground;Appear piece free form newspaper hit edge surface who owner.;3;Macmillan;58.94;273;10/01/2024;50.0857161;2839.141931
136;L'Oreal Goal;Old center glass whose recognize.;4;L'Oreal;119.6;339;16/07/2024;101.6330446;5761.136324
137;Puma Carry Lite;Remember be next poor foreign campaign reflect water young treatment.;5;Puma;76.49;236;27/11/2023;64.99926068;3684.526065
138;IKEA Race Lite;Meet adult final week game she court yourself choice.;6;IKEA;668.16;232;02/05/2024;567.7854101;32185.29135
139;Panasonic Three;Medical music school money product.;7;Panasonic;1321.87;142;27/07/2025;1123.291577;63674.52569
140;Mattel Space Pro;Capital heavy class story side speak close join improve put down.;8;Mattel;96.71;383;26/08/2024;82.1817035;4658.524196
141;PepsiCo Popular Max;Sell six doctor dream whole six tough.;9;PepsiCo;23.2;35;13/02/2024;19.71477118;1117.544839
142;GSK Hold Pro;Worker left example high month whom stage soon catch economic.;10;GSK;285.03;102;26/01/2025;242.2112599;13729.9054
143;Bosch Medical;Never bill suffer surface expect several evening town.;11;Bosch;198.45;242;08/01/2024;168.6377733;9559.343674
144;Faber-Castell Then Plus;Begin treat stage this us increase how hear history.;12;Faber-Castell;37.74;131;18/11/2023;32.07049416;1817.937164
145;Sony House Pro;Agreement us stuff practice social case expert.;1;Sony;1966.7;83;21/06/2025;1671.251745;94736.0101
146;Zara Marriage Pro;Serve light past town affect democratic.;2;Zara;372.27;294;10/01/2024;316.3455978;17932.25936
147;Macmillan Official;Month book explain feeling answer information soldier lead book toward.;3;Macmillan;44.33;38;22/12/2024;37.6705089;2135.377703
148;Nivea North Max;Place offer responsibility fact.;4;Nivea;170.51;307;17/09/2023;144.8950705;8213.472864
149;Puma Possible;Drive indicate professor beat window attack moment medical.;5;Puma;287.31;21;14/10/2024;244.1487461;13839.73309
150;Wayfair Once;Hospital like player wonder.;6;Wayfair;1329.81;35;31/03/2024;1130.038787;64056.99577
151;Panasonic Small Lite;Ground attack drop price.;7;Panasonic;1237.05;54;05/12/2023;1051.213694;59588.74322
152;Mattel Sport;Same forward and national spend compare single let receive place.;8;Mattel;128.94;424;07/06/2025;109.5699395;6211.044461
153;Kellogg's Central;Respond want already cut social.;9;Kellogg's;44.11;375;04/08/2025;37.48355849;2124.780295
154;GSK Analysis;Value middle writer myself education send course ground.;10;GSK;83.21;413;14/05/2025;70.70974613;4008.228708
155;Bridgestone Anyone;Event son join hundred keep what fund cost.;11;Bridgestone;377.25;422;06/03/2025;320.5774754;18172.14614
156;Faber-Castell Modern;Under mind song risk bad own state nation.;12;Faber-Castell;26.46;125;22/05/2024;22.48503645;1274.579157
157;Apple Board Lite;Foreign fast knowledge response coach.;1;Apple;685.27;237;25/08/2024;582.3250538;33009.48067
158;Uniqlo Have;Amount thank good your ever woman way avoid point.;2;Uniqlo;157.81;14;24/06/2024;134.1029328;7601.713405
159;Macmillan Must;Well central parent sit alone attack.;3;Macmillan;15;108;12/05/2025;12.7466193;722.5505423
160;Maybelline Quite;Gun we allow check last he know baby.;4;Maybelline;70.05;450;31/12/2023;59.52671213;3374.311032
161;Reebok Next;Huge power economic box save material hit no.;5;Reebok;263.15;97;06/04/2024;223.6181913;12675.94501
162;IKEA Stage Lite;Region Democrat partner really your customer career.;6;IKEA;987.38;388;12/11/2023;839.0504643;47562.13029
163;Bosch Live;Together knowledge because radio suffer floor.;7;Bosch;975.94;251;11/06/2024;829.3290426;47011.06508
164;Mattel Security;Nearly face feel church remember.;8;Mattel;23.15;113;12/03/2025;19.67228245;1115.136337
165;Kellogg's Pull;Soldier meeting building cut catch so.;9;Kellogg's;31.31;297;06/10/2023;26.60644335;1508.203832
166;Pfizer Herself;Occur level work candidate this assume huge response long improve.;10;Pfizer;160.68;217;30/07/2024;136.5417859;7739.961409
167;Bridgestone Than;Available win politics last quite general there sister policy consider.;11;Bridgestone;287.93;232;25/12/2023;244.6756063;13869.59851
168;Staedtler Lead;Treat area buy check clearly follow remember generation wait.;12;Staedtler;19.21;369;11/08/2025;16.32417045;925.3463944
169;Samsung Federal;Economy play nearly by field.;1;Samsung;1882.91;486;03/11/2024;1600.04913;90699.84277
170;Puma Better Plus;Political option oil commercial person top front under American.;2;Puma;298.06;141;17/07/2025;253.2838232;14357.56097
171;O'Reilly Air;Animal political officer prepare short.;3;O'Reilly;50.79;151;04/08/2024;43.16005295;2446.556136
172;Nivea Prepare;Marriage phone face what lot.;4;Nivea;62.55;362;02/06/2025;53.15340248;3013.035761
173;Under Armour Surface Pro;Father authority art keep machine daughter parent fine.;5;Under Armour;281.15;357;26/03/2025;238.9141344;13543.00566
174;IKEA From;Wish candidate have no five letter environment easy.;6;IKEA;1510.53;52;30/11/2023;1283.610057;72762.28471
175;Philips Apply;War ten industry while total spend value.;7;Philips;714.71;225;29/03/2025;607.3424187;34427.60654
176;Mattel Form Pro;Several marriage method material final age.;8;Mattel;54.23;441;17/07/2024;46.08327764;2612.26106
177;Kellogg's Mouth Pro;Whom Democrat good anything manager think pressure like Mr.;9;Kellogg's;40.67;37;05/07/2025;34.5603338;1959.07537
178;GSK Box;Care enough hand idea and anything no guy eye.;10;GSK;18.92;76;12/07/2024;16.07773581;911.377084
179;Bridgestone Mother;Share evidence writer quite budget window hour some fund.;11;Bridgestone;77.29;127;14/09/2025;65.67908038;3723.062094
180;Moleskine History;Current meeting matter and case four.;12;Moleskine;33.88;305;17/09/2024;28.79036413;1632.000825
181;Xiaomi Natural Lite;Chance throw cause use five hotel pattern successful order.;1;Xiaomi;1181.23;226;14/10/2024;1003.779274;56899.8918
182;Zara Them;Mother remember feel staff happy purpose woman on someone rise.;2;Zara;396.11;156;03/03/2025;336.6042247;19080.63302
183;Penguin Professional;Others enter pretty will official.;3;Penguin;45.7;485;10/03/2024;38.83470013;2201.370652
184;Nivea Set;On color pick people subject.;4;Nivea;55.14;41;08/01/2024;46.85657255;2656.095793
185;Under Armour Term Pro;All way body affect finish charge real.;5;Under Armour;86.7;209;30/07/2024;73.67545955;4176.342134
186;Wayfair More;Turn their save artist catch debate foot production moment finish community.;6;Wayfair;950.43;16;24/08/2025;807.6512921;45782.24746
187;Bosch No Max;National put test race sound enough machine whatever.;7;Bosch;1060.42;232;19/04/2024;901.1180025;51080.46973
188;LEGO Open;Different win father eye debate relate first.;8;LEGO;185.16;403;12/06/2024;157.3442686;8919.163894
189;PepsiCo Opportunity;Explain of myself time house generation significant.;9;PepsiCo;80.59;101;07/01/2024;68.48333663;3882.023213
190;Pfizer Fill Plus;Explain research get kind either.;10;Pfizer;195.35;465;22/09/2024;166.003472;9410.016562
191;Continental Difficult;Still even no even body scientist.;11;Continental;66.41;84;19/03/2024;56.43353251;3198.972101
192;Staedtler Eight;Prove most point appear including.;12;Staedtler;66.11;471;26/03/2025;56.17860013;3184.52109
193;Sony Marriage;Race case who within citizen.;1;Sony;1224.88;155;04/02/2025;1040.871937;59002.51388
194;Puma Worry;Local current white fly position traditional become off movement.;2;Puma;116.18;276;30/03/2025;98.72681535;5596.3948
195;Macmillan To;Tree company think compare try.;3;Macmillan;37.89;455;26/06/2025;32.19796035;1825.16267
196;Estée Lauder Industry;Control see the face also fear owner up friend.;4;Estée Lauder;121.93;13;02/09/2024;103.6130194;5873.372508
197;Puma Put Pro;Modern threat care mean evening speak former room possible responsibility.;5;Puma;499.79;344;26/09/2023;424.7088573;24074.90237
198;Wayfair Since;So nothing serious compare task today still middle.;6;Wayfair;1530.96;89;22/11/2023;1300.970952;73746.39854
199;KitchenAid Institution;Continue cell food easy end.;7;KitchenAid;674.5;142;16/03/2024;573.1729812;32490.68938
200;LEGO Likely;West few reveal activity president realize artist.;8;LEGO;90;416;16/12/2023;76.4797158;4335.303254
201;Kellogg's Make;Civil rather type thousand show real police.;9;Kellogg's;47.53;209;15/09/2025;40.38978769;2289.521818
202;Pfizer Find;Pass despite card check security paper indeed near.;10;Pfizer;34.07;82;15/09/2024;28.9518213;1641.153132
203;Continental Sometimes;Soon stay seven quite other skin moment month gun true.;11;Continental;401.42;339;12/12/2023;341.116528;19336.41591
204;Staedtler Assume;Total dark Mr clearly take kind quite response major together.;12;Staedtler;44.46;232;27/08/2024;37.78097961;2141.639807
205;Apple Table;Law message lead around left.;1;Apple;875.86;496;03/06/2025;744.2835987;42190.20786
206;H&M Foot;How staff second official.;2;H&M;331.72;0;21/10/2023;281.8872369;15978.96439
207;Macmillan Land;Red must art thus worry line expert conference.;3;Macmillan;15.32;185;30/12/2023;13.01854718;737.9649538
208;Estée Lauder Space;Hear through large true help bag who themselves card.;4;Estée Lauder;152.72;104;15/07/2025;129.77758;7356.527921
209;Reebok Happen;Condition Mr more road development about.;5;Reebok;464.56;224;03/10/2023;394.7712975;22377.87199
210;Ashley Fire;Pull name mother statement easy get every visit right.;6;Ashley;77.16;322;12/12/2023;65.56860968;3716.799989
211;Bosch Almost;Past view threat drive attack order land public the.;7;Bosch;479.91;7;24/03/2024;407.8153379;23117.28205
212;Hasbro Sit;I doctor describe tell argue.;8;Hasbro;48.82;430;11/10/2024;41.48599695;2351.661165
213;Nestle Figure;Staff rule five our pull fly few.;9;Nestle;12.63;426;05/01/2024;10.73265345;608.3875566
214;Johnson & Johnson Recent;Determine feel article we they treatment personal interview many win.;10;Johnson & Johnson;215.83;260;27/01/2025;183.4068562;10396.5389
215;Bridgestone Remain Lite;Skill five indicate chance heavy senior list support.;11;Bridgestone;784.39;124;06/05/2024;666.5547142;37784.09466
216;Staedtler Toward;South trip none whose newspaper care.;12;Staedtler;31.3;471;22/03/2024;26.59794561;1507.722131
217;Xiaomi Especially;Form bad last he movie stop.;1;Xiaomi;2210.38;442;26/10/2023;1878.324825;106474.0845
218;Nike Executive Lite;Purpose owner them could seven right next look.;2;Nike;142.55;403;22/07/2025;121.1353721;6866.638653
219;O'Reilly What;Field training deep couple scientist section senior trial.;3;O'Reilly;20.56;152;09/03/2025;17.47136619;990.3759432
220;Estée Lauder Pm;However dream focus executive letter possible.;4;Estée Lauder;90.97;247;12/05/2024;77.30399718;4382.028189
221;Reebok Every;Mention market better wonder light style trial have.;5;Reebok;383.81;193;02/08/2024;326.1519969;18488.14157
222;Wayfair Answer;Ten scientist administration network once result far cultural discover now.;6;Wayfair;1741.81;357;24/03/2024;1480.145931;83903.05067
223;Bosch Money;Pressure range either start whom politics make collection some college.;7;Bosch;365.67;397;28/03/2025;310.7370853;17614.33712
224;Mattel Office Lite;Contain threat wrong whatever model stuff avoid stand any.;8;Mattel;142.52;415;20/09/2023;121.1098788;6865.193552
225;Kellogg's Itself;Successful discuss religious across media health.;9;Kellogg's;66.71;420;07/01/2025;56.6884649;3213.423112
226;GSK Pull;Tree process administration mother in admit reveal movie expert maybe recently.;10;GSK;150.11;18;15/08/2024;127.5596682;7230.804126
227;Bosch Sure;Blood benefit chance court money spring.;11;Bosch;476.24;445;10/04/2024;404.696665;22940.49802
228;Moleskine Stuff;Bad where learn during recently feel stock ball.;12;Moleskine;35.78;269;13/07/2025;30.4049359;1723.523893
229;LG Rate Plus;Behavior here need argue act.;1;LG;1083.95;335;27/01/2024;921.1131993;52213.91068
230;Adidas Beautiful Max;Suddenly population former with wind thus try discover top.;2;Adidas;142.04;354;06/03/2025;120.701987;6842.071935
231;Macmillan Very;Little another avoid understand tonight nor allow up fire which.;3;Macmillan;51.85;436;14/12/2024;44.06081405;2497.616374
232;Estée Lauder Charge;Up federal nor note support quality music himself.;4;Estée Lauder;126.48;454;12/04/2025;107.4794939;6092.546172
233;Asics Challenge;May window approach join stuff.;5;Asics;27.59;35;06/06/2024;23.44528177;1329.011297
234;IKEA Point;Western however similar ahead event yeah make green wait it quickly.;6;IKEA;1843.44;116;10/02/2025;1566.508525;88798.57144
